start	end	text
846000	852000	Oh, I'm moving the mouse around the scale.
852000	853000	Okay.
853000	857000	Here you can see 120 ohms termination resistors.
857000	858000	Okay?
858000	871000	If we check the resistance of the can at the end of the line or in any points of the can line, we will read the parallel of those two resistors.
871000	873000	So, 60 ohms.
873000	874000	What does it mean?
874000	888000	If I read the resistance on any point of the can line, I will read 60 ohms if the can network is correctly terminated, is correctly closed.
888000	896000	If I will read 120 ohms, means that one of the two resistors is missing and the can is open.
896000	899000	We will say the can is open.
899000	907000	The function of those two resistors is to avoid signals reflection on the bus line.
907000	920000	Because, as we said before, the can line can be a very long communication bus that can interconnect also ACU that are on the opposite side of the vehicle.
920000	931000	So, we need to avoid signal reflections on this line and this is why we terminate, we close the can network on two 120 ohms resistors.
931000	939000	Of course, the 120 ohms value is a value that is described in the standard.
939000	944000	The can protocol, of course, is compliant to this standard.
944000	945000	Okay?
945000	959000	So, electrically we have the ACU connected in parallel on the two line can bus and two ACU and two resistors of 120 ohms at both the ends of the can network.
959000	970000	Okay, this is what I was saying before regarding the logical and physical encoding of the can signals.
970000	983000	Of course, as we said, the ACU will read and will communicate with the logical states.
983000	989000	So, zero and one logical states are identified for the ACU communication.
989000	999000	In the can protocol, we will say that the zero is the dominant and the one bit is the recessive state.
999000	1000000	Okay?
1000000	1007000	Here you can see we have the differential voltage between can H and can low.
1007000	1014000	We say that the can network works with the differential voltage, so the difference between can H and can L.
1014000	1018000	So, one thing that I didn't say before.
1018000	1031000	Of course, why is the can network that is robust in terms of electromagnetically disturbed environment, EMC noise?
1031000	1034000	Why as in EMC noise immunity?
1034000	1036000	Because it uses a differential voltage.
1036000	1049000	So, if we have a disturbance on the lines, on the two lines, of course, this disturbance will be removed, will be cancelled by the difference of the voltage between can H and can L.
1049000	1063000	Okay, so, we can have the bus voltage set to recessive if the differential voltage is inside those thresholds or dominant if it is in those thresholds.
1063000	1065000	Here you can see the voltage values.
1065000	1077000	What is important is that when an ACU forces on the bus a low voltage, we will have a representation of a logical one.
1077000	1085000	If we have a high voltage difference, then we will have the dominant, the zero logical state.
1085000	1090000	This is how physically the communication works.
1090000	1104000	The ACU will force a certain voltage level on the bus, a certain differential voltage level on the bus, and the transceiver will translate it into a sequence of logical zero and one.
1104000	1112000	So, logical zero is the dominant state, we will call it dominant, and one is the recessive state.
1112000	1116000	This is how physically works the can communication.
1116000	1125000	But today we will have a focus, not on the can physical layer, let me say, but on the can protocol, on the communication.
1125000	1129000	And so, what does an ACU share on the network?
1129000	1135000	An ACU will communicate and share on the network some data packets that we will call messages.
1135000	1136000	Okay?
1136000	1139000	So, the ACU sends messages on the network.
1139000	1145000	We have four different types of frames, of course, according to the content.
1145000	1155000	The one on which we will have a focus today are the data frames, that are the frames that contain the data.
1155000	1156000	Okay?
1156000	1164000	So, the data that we say that the ACU wants to share on the network will be contained in the data frame.
1168000	1172000	Then we can have remote frame, error frame, and overload frames.
1172000	1176000	Remote frames, not mostly used in the automotive field.
1176000	1183000	The error frame, we will have a focus later on the error management and so on the error frames, are error messages.
1183000	1189000	Are special frames transmitted only when there is a communication fault on the bus.
1189000	1202000	Then we have overload frames that are frames used to require an additional time delay in the transmission when the bus is overloaded.
1202000	1209000	As we said before, the CAN network is a multi-master and broadcast bus, digital bus.
1209000	1214000	So, all the ACU can communicate at the same time.
1214000	1221000	But, of course, we have some constraints, some design constraints on the CAN network.
1221000	1235000	On the CAN network, the protocol says that the CAN network must be designed in order to operate with a maximum bus load of 13-14%.
1235000	1241000	So, how the ACU are able to communicate all together, all in the same time.
1241000	1254000	Because we design the CAN network in order to have not the 100% of the bus load full, but we will have only a part of the bus load.
1254000	1265000	The overload frames are used when we have a bus overload, and so the transmission is not guaranteed.
1265000	1266000	Ok.
1266000	1277000	Let's see the data frames that are the most used and the most important ones, and are the ones that you will, of course, see during your life.
1277000	1284000	This is the data frame structure. We have a start and an end of frames.
1284000	1296000	That are only some delimiters, let me say, of the messages, and are identifiers for the other issues in order to understand where a message starts and when it ends.
1296000	1305000	Those are mainly some standard patterns of bits that identify the start and the end of the message.
1305000	1314000	Then we have the message identifier, the control field, the data field, the CRC field, and the acknowledge field, the hack field.
1314000	1319000	Let's see it in detail.
1319000	1331000	The data frame identifier, the first field, contains the message identifier that can be, for the protocol, 11 or 29 bits.
1331000	1336000	We have two types of identifier formats, the standard one and the extended one.
1336000	1341000	Why to choose one or the other? No particular reason.
1341000	1346000	It is a user option, let me say, to choose the standard or the extended one.
1346000	1356000	Of course, if we use the standard format of identifier, we have to know that on the same can network we cannot have two messages with the same identifier.
1356000	1360000	The identifier, let me say, is the name of the message.
1360000	1369000	The field that is used from the other ACU in order to understand if this message is useful or not.
1369000	1374000	If the ACU that is receiving this message must read this message or not.
1374000	1375000	Ok?
1375000	1388000	So, 11 bits standard identifier means that we have two raised to 11 possibilities, possible messages, different messages identifiers on the network.
1388000	1396000	29 bits identifier means we have two raised to 29 possible identifiers to choose on the network.
1396000	1400000	So, this is the only criteria.
1400000	1403000	So, in the first field we will have the message identifier.
1403000	1407000	The field that identifies the name of the message.
1407000	1412000	We will understand it deeply later when we will see the network specification.
1412000	1421000	Then we have the data field that can be from 1 to 8 bytes long.
1421000	1424000	So, up to 64 bits.
1424000	1429000	The data field is the field that contains the information.
1429000	1430000	Ok?
1430000	1433000	So, in this field the ACU will share the information.
1433000	1436000	The external temperature, the vehicle speed and so on.
1436000	1447000	Then we have the control, the CRC and the ACK knowledge field that are three fields used for the data consistency control.
1447000	1457000	So, at the beginning of the lesson we said that the CAN network is designed to be, to have a strong error management strategy, error detection strategy.
1457000	1469000	And in order to guarantee that the data messages, that as we said before, can be also, can contain also information, safety relevant for the driver.
1469000	1472000	Those data are not corrupted in any way.
1472000	1480000	During the transmission the data must not be lost or corrupted in some way.
1480000	1487000	So, those three fields are used in order to control the consistency of the data field.
1487000	1488000	Let's check.
1488000	1490000	The first one, the control field.
1490000	1491000	There is a slide.
1491000	1492000	Ok.
1492000	1499000	In the control field we will find the, let's just ignore the reserved bit.
1499000	1503000	We will have 4 bits of data length code.
1503000	1508000	So, in this field is declared the length of the data field.
1508000	1509000	Ok?
1509000	1517000	So, if the data field will contain 8 bytes of information, in the control field we will have the information 8.
1517000	1518000	Ok?
1518000	1526000	So, it's a field used to control if the data length code is, the DLC is correct or not.
1526000	1531000	Because, let me do a practical example in order to better understand.
1531000	1549000	Now, if an ACU receives a message and in the control field is declared that this message has 8 bytes length, but I am receiving, I am an ACU that is receiving this message and I check the data field and I see only 6 bytes, for example.
1549000	1556000	So, it means that somewhere we lost 2 bytes of data.
1556000	1557000	The message is corrupted.
1557000	1558000	It is not ok.
1558000	1559000	Ok.
1559000	1564000	So, this is a first check that the ACU that receives a message performs.
1564000	1567000	So, control field, data length code.
1567000	1574000	Then we have the CRC field.
1574000	1575000	Let me check.
1575000	1576000	I think there is a slide.
1576000	1577000	Yes.
1577000	1579000	In this field, there is a number.
1579000	1586000	This number is the division of a known polynomial that we will call the generator.
1586000	1589000	The calculation of the 8 byte CRC is a standard calculation.
1589000	1590000	Ok?
1590000	1604000	So, we have this generator polynomial that is a standard one and we will create another polynomial starting from the data field.
1604000	1613000	The reminder of the division between the polynomial generated from the data field that you have to image as a sequence of 0 and 1.
1613000	1615000	So, this is the data field.
1615000	1618000	From this sequence, we will create a polynomial.
1618000	1623000	We will divide it for the generator and we will have a certain polynomial divisional result.
1623000	1624000	Ok?
1624000	1625000	A certain number.
1625000	1629000	The reminder of the division will be an integral number.
1629000	1640000	This calculation is performed both from the ACU that is sending the message and from the ACU that is receiving the message.
1640000	1641000	Ok?
1641000	1652000	So, if this calculation is the same for the ACU that is sending the message and for the ACU that is receiving the message, then the CRC check is ok.
1652000	1675000	If this reminder is different from the ACU that is sending and the ACU that is receiving the message, it means that the generator is the same for both, but it means that the data field that has arrived to the ACU that is receiving the message is different from the one that the ACU has sent.
1675000	1679000	So, somewhere the data has been corrupted.
1679000	1684000	So, CRC check is another level of check of the data consistency.
1684000	1685000	Ok?
1685000	1697000	So, polynomial division between the polynomial generated from the data field and a known and standard polynomial that we call generator.
1697000	1698000	Ok?
1698000	1707000	The result of this division must be the same between the ACU that is sending the data and the ACU that is receiving the data.
1707000	1710000	So, we have two levels of control until now.
1710000	1713000	The first one on the length of the data field.
1713000	1718000	The second one on the consistency of the data field.
1718000	1719000	Ok?
1719000	1721000	Then we have the ACK knowledge field.
1721000	1728000	The ACK knowledge field is always set to, is a field that is always set to recessive.
1728000	1735000	Ok, I think here is described as ACK field.
1735000	1736000	Ok.
1736000	1746000	The ACK field will be set to recessive from the ACU that is sending the message.
1746000	1756000	And will be set to dominant state from the ACU that is receiving the messages when the message has been received.
1756000	1758000	Let me explain it better.
1758000	1759000	Ok.
1759000	1762000	We have the ACU that is, that sends a message on the network.
1762000	1766000	This message can be read from one or more ACU.
1766000	1773000	When the ACU sends the message on the network, the ACK knowledge field is set to recessive state.
1773000	1774000	So, to one.
1774000	1785000	If at least one ACU receives this message, then we will, let me say, the flag will set this field to dominant.
1785000	1786000	So, to zero.
1786000	1796000	And in order to let to the ACU that has been sending this message on the network, let me know that the message has been correctly received.
1796000	1802000	So, the ACU that is sending the message knows that the message has been arrived.
1802000	1804000	In some way has arrived on the network.
1804000	1805000	Ok?
1805000	1817000	From the ACK knowledge field, we will check, we will start the part of error confinement mechanism of the scan protocol.
1817000	1830000	Because, we say that the control field and the CRC field are used to control the consistency and the length of the data message, of the data field of the message.
1830000	1840000	The ACK knowledge field is used from the ACU that is sending the message in order to understand if she is correctly sending messages on the network.
1840000	1841000	Every ACU has two counters.
1841000	1847000	Every ACK has two counters, two internal counters.
1847000	1851000	The transmit error counter and the receive error counter.
1851000	1858000	Those counters are incremented and decremented checking the ACK knowledge field.
1858000	1871000	If an ACU that is transmitting a message, the first time that the ACU transmits the message, the ACK knowledge field is not flagged by any other ACU on the network.
1871000	1881000	The transmit error counter will increase of 8 because one transmission of the message has not gone good.
1881000	1888000	The ACU are not receiving what the ACU thinks that is transmitting on the network.
1888000	1900000	If another message is sent and some ACU correctly flags the ACK knowledge field, then this transmitter or counter decrease of 1.
1900000	1909000	So, plus 8 for each message where the ACK knowledge field has not been set to dominant from another ACU,
1909000	1916000	decreases of 1 for each time that the ACU is correctly sending messages on the network.
1916000	1923000	So, the ACK knowledge field has been set to dominant from at least one ACU that will receive this message.
1923000	1932000	With these rules, plus 8 minus 1 and so on, we define a threshold.
1932000	1944000	If the transmitter or counter raises above 255 thresholds, we will say that the ACU is in bus of state.
1944000	1945000	What does it mean?
1945000	1946000	What does it mean?
1946000	1959000	If the counter raises 255, it means that at least 32 times, because 32, yes, per 8 is 255.
1959000	1971000	For 32 consecutive times, the ACU tries to send a message on the network, but no other ACU has been flagged the ACK knowledge field.
1971000	1978000	So, the ACU thinks that it is correctly transmitting on the network, but no other ACU is receiving this message.
1978000	1989000	So, there is a problem internal to the ACU or on the transceiver of this ACU that is not permitting to the ACU to share the message on the network.
1989000	1994000	The message is not, let me say, exiting from the transceiver of the ACU.
1994000	1996000	No ACU is receiving this message.
1996000	2010000	So, when we raise this threshold, so, plus 8, plus 8, plus 8, after 32 consecutive times that the ACU is trying to send a message on the network with no result on the acknowledged field,
2010000	2014000	the ACU that is transmitting will go in bus of state.
2014000	2031000	So, the ACU will exit from the bus, will no longer try to transmit on the bus, will reset, let me say, herself, will restart herself, and then we will try to transmit again.
2031000	2044000	But, at the first transmission, after the bus of state, the bus of time, that is one second medium for the ACU, so, one second of silence in bus of state,
2044000	2056000	then I will try again to send message, if at the first attempt the acknowledge field is still to recessive state and no ACU is receiving this message,
2056000	2065000	will remain in bus of state until the transmitter on counter will go below this threshold.
2065000	2066000	Okay?
2066000	2078000	So, the acknowledge field is used from the ACU that is transmitting in order to understand if the message that she thinks that is transmitting is really arrived on the bus.
2078000	2080000	Someone has really received this message.
2080000	2081000	Okay?
2081000	2088000	So, quick recap on the data message structure.
2088000	2100000	As we said before, start and end of frame, some kind of delimiters to make it clear where a message start and a message ends.
2100000	2120000	Message identifier, 11 or 29 bits format, that identifies the name of the message, let me say, and is used from the ACU that receives the messages in order to know if this specific message with this specific identifier is useful or not.
2120000	2129000	If this message, the ACU that receives this message has to read this message or can ignore it.
2129000	2133000	And this is the check that we saw at the beginning.
2133000	2134000	Okay?
2134000	2137000	So, the ACU sends a message with a certain identifier.
2137000	2140000	The ACU number one will check the message identifier.
2140000	2145000	If this message is useful for its functionalities, we'll accept this data.
2145000	2147000	Then we'll ignore this data.
2147000	2156000	And we'll also check the consistency of the data looking at the control and CRC field.
2156000	2169000	So, control field, as we said before, declares the data length code, the DLC of the message, the length of the data field.
2169000	2172000	That can be from 1 to 8 bytes long.
2172000	2174000	So, 64 bits.
2174000	2187000	The CRC field is used from the ACU that is receiving the message in order to, and also from the ACU that is sending messages, in order to check the consistency of the data field.
2187000	2199000	Because it is only the reminder of division between a known polynomial, a standard polynomial, and the polynomial generated by the data from the data field.
2199000	2212000	This reminder, if is the same reminder calculated from the ACU that is receiving this message, and from the one that is transmitting this message, then the data field is okay.
2212000	2224000	If this result is different between the calculation of the ACU that is sending and the ACU that is receiving this message, then we have a problem on the data field.
2224000	2227000	Somewhere the data field has been corrupted.
2227000	2239000	And then we have the acknowledge field, that is the field used from the ACU that is transmitting this message, in order to understand if the message has been correctly sent on the network.
2239000	2243000	Okay?
2243000	2249000	Of course, I am going fast, but if I am going too fast, please interrupt me.
2249000	2261000	But we can also have a dedicated, let me say, question and answer analysis, after you have been reading also the slides that you find in the classroom materials.
2261000	2271000	So, after this lesson, we can also have a dedicated half an hour of question and answer if you want in the next days.
2271000	2283000	Okay? So, feel free to contact me also after this lesson, in order to better understand something where maybe I run too fast or I skip during the lesson. Okay?
2283000	2303000	I wanted to check now the network specification. So, the document, the specification that defines how many messages are present on a certain CAN network, which ACU has to read which messages and so on.
2303000	2314000	This is the CAN network database, the CAN specification, also known as DBC file. Okay? Database CAN.
2314000	2329000	We can open, that's why I need to change my computer, we need to open it with a vector tool, that is CANDB Editor Plus, you will have it on your Kineton PC, I think.
2329000	2340000	So, what is the network specification? It's the document that contains all, the list of all the ACU present on this specific CAN network.
2340000	2352000	And for all the ACU, the ACU are called with some acronyms. So, for example, BCM is the body control module.
2352000	2363000	The DASM is the driver assistance system module, and so on. You need to have practice on this.
2363000	2379000	If we select an ACU, for example, the BTM, the NAB, the NAB, that is Nodo Airbag, you can see the transmitted message.
2379000	2395000	So, this ACU will transmit on this CAN network, one, two, three, four, five, six messages with this identification field, with this DLC.
2395000	2408000	So, for example, the message that has the identification, two, five, seven, is called Airbag 1, and is a message that has the data length code of 8 bytes.
2408000	2420000	Something that I didn't say to you before is the transmitting method. So, we have mainly three methods of transmission on CAN.
2420000	2431000	We can have cyclic messages, periodic on-event messages, or periodic on-event messages.
2431000	2443000	The first, the most used ones are the cyclic messages, what we will see here as CX transmitter method cyclic.
2443000	2458000	It means that this message is sent from the Airbag ACU each 100 milliseconds, okay, with a periodicity of 100 milliseconds in a cyclic way, okay?
2458000	2468000	We can also have messages that, in the database, you will find that no-message-send type method that are on-event messages.
2468000	2488000	On-event means that this specific message, the message that is called CSG data code response nub, will not be always present on the network, will only be, the ACU will send it only if a specific event is happening.
2488000	2496000	For example, this specific message is sent each time there is a key-off to key-on transition.
2496000	2510000	So, when the key passes from off to on, when we power on the vehicle, we will see this message only for three samples after the key-off to key-on transition.
2510000	2520000	In a normal state, in a normal state, when we are in key-on from, I don't know, ten minutes, this message will not be, will no longer be present on the network, okay?
2520000	2532000	So, on-event messages are messages that are sent only for a certain number of times, only when a specific event is happening in the vehicle.
2532000	2544000	We mean, when I say events, I mean a specific vehicle condition, for example, the key that passes from off to on.
2544000	2556000	Instead of a cyclic message that is always present on the network, we always with the same periodicity that is defined here in the field cycle time of the DBC.
2556000	2565000	Here, the cycle time is expressed in milliseconds, okay? So, here we have 100 milliseconds, 1 second, and so on.
2565000	2574000	And you can see no message sent type, so the event message, on-event message, has a cycle time of 0 milliseconds.
2574000	2582000	Then we have a third transmission method, that is COC, or cyclic on change.
2582000	2598000	So, we have a message that normally is cyclic 1, so as a defined periodicity, but if a certain event happens on the vehicle, in the vehicle condition, that this message will double its periodicity, okay?
2598000	2616000	So, the classical example for the airbag control unit, for example, can be a message that is sent with a periodicity of 1 second, so each transmission after 1 second, if we have a crash of the vehicle, okay?
2616000	2635000	An accident, so the airbag control unit will double this periodicity, because the time network needs those information, let me say, with a strictly periodicity, needs to update this information with a faster periodicity.
2635000	2652000	That's why we can have cyclic on change messages, messages that are normally sent with a certain cycle time, but due to a vehicle event, can double, can increase, in general, their periodicity.
2652000	2662000	Okay, so those are the messages sent from this specific ACO, with the identification and the data length field.
2662000	2684000	If we open a message, sorry, if we click with the right button and edit message, yes, here you will see the detail of these messages, the data contained in these messages.
2684000	2698000	As I told you at the beginning of the lesson, the data field, you need to image that the ACO has a data field that is only, let me say, a sequence of 0, of logical 0 and 1, okay?
2698000	2712000	Those sequences are, let me say, translated from this specification, from the database file into a user-friendly signal, let me say.
2712000	2734000	We have 8 bytes distributed like this, and translated into signals, airbag warning alarm, crash output status, the sequence of logical 0 and 1 sent by the ACO is translated into logical signals, let me say.
2734000	2743000	Also the message name, also the message name, airbag 1, is only the translation of this specific identification.
2743000	2754000	So, if you check to a CAN network, we will see the tools used to read the CAN network in the next lesson.
2754000	2769000	If you read a CAN network without a database, without any specification, you will only see a sequence of 0 and 1, or maybe in hexadecimal, a sequence of hexadecimal row values.
2769000	2779000	When you will upload the database file on the CAN you are reading, you will see signals, translated signals, okay?
2779000	2783000	So, something like this, okay?
2783000	2792000	Here you have the detail of the message that contains these signals and so on, okay?
2792000	2812000	So, here you can find the list of the ACO, for each ACO the list of the transmitted messages, but also the list of the Rx messages, the received messages, okay?
2812000	2821000	So, this specific ACO that I selected reads, receives on the network only those messages, okay?
2821000	2832000	This is what I meant when I say all the ACO send data, but not all the ACO will read all the data shared on the network.
2832000	2847000	This specific ACO, for example, reads only those messages, or inside those messages there are the informations that are used for its functionality from this ACO.
2847000	2854000	And this is valid for all the ACO, for example, we have the HVB ACO, the high voltage battery.
2854000	2860000	This is a database of an hybrid project.
2860000	2863000	We have transmitted messages.
2863000	2867000	Those messages are transmitted on this CAN network from the HVB.
2867000	2874000	And then we have also the received messages of the messages that the HVB wants to read.
2874000	2881000	You can also have an overview of all the messages sent on the network in this section, messages.
2881000	2882000	I click here.
2882000	2890000	Those are all the possible messages present on this network, on this specific CAN network.
2890000	2901000	I say in this specific CAN network because, of course, in a vehicle we have lots of CAN network, okay?
2901000	2909000	This is a C1 CAN network, we will see later what that means, but on this specific CAN network we have only, only,
2909000	2914000	we have those messages sent from the ACO present on this network.
2914000	2922000	This is the proper identification, type of messenger CAN, data length code, transmitting method, cycle time,
2922000	2927000	the ACO that is transmitting this specific message, and so on.
2927000	2934000	For each ACO present in the vehicle, we will have a dedicated database file, okay?
2934000	2939000	So this is the database related to a certain CAN network.
2939000	2948000	So this is the first C1 CAN network present in the vehicle, okay?
2948000	2956000	And we can also check the signals present, all the signals present on the same CAN network.
2956000	2960000	Different type of visualization but same content, okay?
2960000	2966000	I mainly use, for example, the visualization of the single ACO.
2966000	2974000	I'm interested to know what does this ACO send, and I go in this section, or I can do like this.
2974000	2981000	So different visualization, you will have a practical lesson on the use of this specification.
2981000	2987000	What you need to know today is that a specification for each CAN network present in the vehicle, like this,
2987000	2996000	it is the DBC file, the database CAN file, that we open with CANDB plus editor.
