start	end	text
898840	906120	Software developers might be of the same company, might be of an external company, might be one person,
906120	911960	might be 300 people, okay, whatever, so there's not a specific rule.
913560	918920	I work with the clients where sometimes the software developers were internal,
918920	926280	some other times are external, so this distinction between internal and external is important,
926280	934440	because, of course, if the team is internal, you share the same tools, probably you have the same permissions of tools,
934440	940120	so it's much easier to communication, and you can get further access to the software as well.
940760	947240	If the software developers are external, so basically the client is giving the,
947240	956120	the burden, let's say, of doing the software to an external company, then quite likely you will have
956120	962760	few restrictions and limitations, because probably you use two different tools, a discussion on how to make
962760	972120	everything compatible must be done, or even stupidly you cannot talk, for example, over teams, for example,
972120	979400	because you are from two different companies, so this distinction between having the team internal or external
980680	986520	creates some practical issues, let's say, but for now this is a very
986520	993880	introductory lesson about verification, so we not, we will not go through all these very specific details.
994840	1001640	Anyway, when a requirement is written, so when we have this document explaining how the software should behave,
1002600	1009160	and remember, it's just a piece of paper, okay, so there's nothing, you just have a piece of paper with a few stuff written on it,
1010280	1015480	then this document is given to the software developers, the software developers, of course, will not start
1015480	1022120	immediately doing the, the, the, the code, okay, the code lines, so first of all there will be a software architecture,
1022120	1029080	where will they kind of design how software should be built from a very high level point of view,
1030040	1034680	and then from software architecture, we move to software design and software de-verification,
1034680	1040120	where from this big picture, then you start to clarify specific parts of the software,
1040840	1045880	finally getting to the software construction, where the actual code is written, okay,
1045880	1056280	this lesson, generally guys, the training that you are following follow, focuses on the testing part,
1056280	1064360	so what happens, what happens on the left side, is not a big concern of this training,
1065160	1071640	I'm actually working on software requirements, so in case are needed, I can give you further
1072360	1077960	explanations and stuff, but what we really care about is everything that comes here,
1078760	1085400	from the right side, let's say of this cycle, okay, so I'm just explaining also the left part,
1085400	1093480	to give you a general idea of where it starts our activity, so where our, the input for our activities
1093480	1098760	were born, and when it comes the time when we have to work on it, okay,
1098760	1111480	great, so once we arrive to the software construction, then the software actually will be released,
1112360	1117800	once we have the software, then it comes, when, then it comes the time when we can start working,
1117800	1124200	because as a test engineer, the input for our activities are, let's say, two, basically, one
1125000	1131160	is the software requirements, because we have to know which is the intended behavior of the software,
1132120	1138280	two, of course, is the software, otherwise we don't know what to test, and third, of course,
1138280	1145080	we will need an hardware in the loop or a vehicle, but we will see it later in the slides.
1145080	1148840	Is this clear, guys, until here?
1152760	1153080	Yes.
1155880	1158040	Cindy, did you want to make a question?
1159400	1161160	No, I was just going to say yes.
1161160	1162440	Okay, nice, great.
1165160	1168360	Well, so let's move on then.
1168360	1178360	Yeah, yeah, here, just a note, the left part of the cycle, here we are in the software development phase,
1178360	1184840	once the software is ready, then we go on the right side, which is the quality assurance of the software,
1184840	1191000	because basically, on the left side, the software is prepared, here is ready, of course, already the
1191000	1199480	software developers perform some tests, but the tests that they perform are not on very complex systems
1199480	1206280	that we will use at work, so our job will be to raise, let's say, the quality of the software, which
1206280	1214680	means making sure that once this software is used, in our case, on the real system, which means on the
1214680	1221720	vehicle, it's not going to be dangerous, it will perform as expected, and stuff like this, okay,
1221720	1225000	so basically, we raise the quality of the software itself.
1228440	1238760	Verification side generally lies here, okay, so we receive the software and then we perform unit tests
1238760	1247640	about it, so we focus just on one module or one component, so one electronic control unit,
1248920	1256680	we make sure that the software works properly, and then we'll start a new kind of tests further,
1256680	1260920	the integration tests and functional tests, which imply more complex hardware in the room,
1260920	1267560	or even the vehicle itself, so when we talk about verification, basically, we are stuck here, let's say,
1267560	1273240	in software, let's say, construction, but it's not our case, because we are not software developers,
1273240	1279960	what we do, basically, is the unit test section, but once again, the next slides, we will have
1279960	1289800	further details about it. So we have already mentioned it, and these are the points that we will go through,
1289800	1295240	first of all, the software requirements, I hope you are already making your mind what you get,
1295240	1310680	what, sorry, I'm sure it was an incredible, incredibly smart thing to do, but I didn't hear anything,
1310680	1319560	didn't understand, but I trust you, it was a very nice thing to say, so anyway, software requirements,
1319560	1329960	which are the, or general requirements, which are the starting point, always, why the saying main goal
1329960	1335080	is very important, because the main goal of verification is to ensure that software is compliant
1335080	1340600	with requirements, but there are also other goals that we should achieve, and also the difference between
1340600	1345960	fully and new, some of the stuff I've already, let's say, explained in advance, but we will have a
1345960	1357000	dedicated slides for it. Okay, so, first of all, software requirements, as I already said before,
1357000	1364920	these are the first, first step in the whole cycle as well, the starting point, so even though we are on
1364920	1371560	the right side of the cycle, it's important to know what are these software requirements, because these
1371560	1379720	are going, morning, morning, sorry for being late, but there were a lot of traffic on my way,
1380680	1383480	okay, okay, I'm just sorry, thank you, okay,
1386360	1389560	so starting point is, as I was saying, software requirements,
1391240	1397320	and these are the inputs for all our activities, so whenever you start an activity,
1397880	1404040	for one client or another, the first thing that is, of course, related to tests and stuff,
1405800	1411480	one of the first questions to ask is, can I have the requirement for this specific,
1411480	1417800	I don't know, feature that I should test, it's important, guys, to ask, and probably to ask many
1417800	1426040	times, because in some situations, it's not that easy to have requirements, the process is not as smooth
1426040	1436120	as it's supposed to be, it's not as rich as it should be, so sometimes you should, you work on some
1436120	1442040	features without having the requirements, so this should not happen, first of all, ask always about
1442040	1447400	requirements, requirements are one of the input for your activities, without them, you are doing
1448200	1453000	you're just playing with the software, with the hardware in the loop, with the vehicle, okay,
1459320	1468120	again, here is, this is an example of a requirement, okay, so as you see, this is a document,
1468120	1472840	okay, probably this is an informative part, some of the requirements related to the software are,
1473400	1480120	let's say, very short, they're defined as atomic, okay, so the requirement should give you just one
1480120	1490120	instruction, a software requirement, if this signal is equal to three, then this variable goes to false,
1490120	1501400	for example, this is a proper requirement, very short, with one instruction, they're defined as atomic,
1501400	1508600	okay, so unit, basically, but also there are some parts of the requirements where the architecture
1508600	1515160	is explained where, you know, more high level requirements are, this is an example, so this is an example
1515160	1525960	related to, yeah, I mean, electric propulsion, and this is an example of an architecture, whatever,
1525960	1539800	this is one of the case, yeah, so basically, the, the, the, the software developer team will just get
1539800	1545560	this document, and out of this document, some other requirements should be, uh, defined,
1545560	1553000	and, guys, just to think of something, I don't know if you remember, uh, the cycle exercise that we did,
1553000	1559800	there was a timeline, we have the same timeline in these slides as well, but later in the presentation,
1560440	1567720	as you remember, from the point the project is accepted, to the moment where we have the car,
1567720	1579960	it, uh, probably, there is, uh, nine months or ten months of, you know, wait, uh, it, it means that
1579960	1586920	when we start writing the requirements, we don't even have the car, in some cases, so the requirements,
1586920	1595400	of course, cannot be so very, very specific, because we are just writing a document, so we cannot
1595400	1603560	anticipate all the problems that the car might have, or we cannot know where it's important to specify
1604200	1610200	the specific feature for the software stuff, so consider that the requirement at the beginning must
1610200	1619080	be very general, so very high level, just a very high level explanation of how the car or specific
1619080	1625320	system or specific component should work, but then, uh, during the timeline of the
1625320	1631800	project, so as soon as the project goes on, the requirements get, uh, more detailed every time,
1631800	1637400	okay, so these, I'm saying this, because this requirement that you see here is a very high level
1637400	1643320	explanation, okay, it's just an example of an architecture where you can find the basics for
1643320	1649480	every electric car, okay, so this is not a very detailed explanation of how
1649480	1657560	a car should work and what, what the software should contain just looking at this picture, okay, so
1657560	1663880	probably this is a first explanation, first requirement, early requirement in the project,
1663880	1669000	probably from these requirements a lot of others followed, okay,
1675560	1675800	so
1679480	1695880	main goal, so this is the slide I really care about, so slide 9 is the, on the second place of things to
1695880	1704520	learn from this lesson, the first one, as you might know already, is about requirement, uh, I remember I had,
1704520	1713560	let me think about it, because I remember I had the catchphrase for the, the class before yours,
1714600	1722680	uh, yeah, it was, uh, have the requirement, read the requirement, understand the requirement,
1722680	1728520	and, uh, make sure that the software is compliant with this requirement, it should be something like
1728520	1734360	this, and you can ask other people when they'll be back in the office, but yeah, so, and I repeated,
1734360	1745400	repeated that sentence and that phrase, like, uh, 50 times in lesson, uh, yeah, so have the requirement,
1745400	1751800	for sure, because as I would say that usually when you go to a client, the process is not as defined as
1751800	1758360	it should be and always supposed to be like in the slides, so first, uh, first the task is to get
1758360	1763560	the requirement, so have the requirement, the second task is read the requirements,
1764920	1769560	third task is understand the requirements, because otherwise you are doing, I don't know,
1770200	1777080	monkey, uh, work where you just perform mechanical stuff without understanding anything,
1777800	1783240	the first step is to make sure that the software is compliant with the requirements, because this is
1783240	1792840	actually the, the, the goal of our activity and why we are paid for if you work as a verification,
1792840	1801320	validation engineer, okay, uh, main goal, so let's see why this slide is so important,
1802040	1809480	first thing, as we were saying software requirements, once again, uh, we have said that the goal is to
1809480	1815000	make sure that the software is compliant with this requirement, so if the software is compliant, 100
1815000	1824440	compliant with the requirements, then, uh, we are working properly and this is, let's say, uh, a model expression
1824440	1831880	of a manager happy when you declare that the software is 100 compliant with requirements, okay,
1833160	1839960	but this is just one part, so let's see what there is, uh, left to discuss, we haven't mentioned
1839960	1846840	this central part, the gray one, the famous test cases, which I don't know if you've already written
1846840	1859560	in the past, or for sure you have heard about them, is extremely important to, uh, write down
1859560	1868760	the manual words that you do while you perform the tests, for many reasons, so you, as I was saying,
1868760	1875400	the input of your activities are requirements, okay, so you enter the office, you sit at your table,
1876120	1883400	uh, whatever you find on your desk, in your computer, or wherever, this pile of requirements, okay,
1883400	1892200	so just a document, once again, so you, you have accomplished the first task, which is half the
1892200	1898600	requirement, the second task is read the requirement, so you take this file, you start reading the
1898600	1904600	requirements, third task is to understand the requirement, so what are we talking about,
1905640	1909960	fourth task is to make sure that the software is compliant with the requirement, so,
1911080	1928280	to get to the, the first, for the fourth task, oh, sorry guys, the battery is low, give me just, uh, one minute,
1928600	1931960	last night, the battery is full of Cincinnati.
1931960	1935340	So, um, we have out- ills-
1935340	1965320	Thank you.
1965340	1981040	So to accomplish the fourth step, which is making sure that the software is compliant with the requirements, I have to do a couple of things.
1981040	1988240	So one is to, that I'm already suggesting you, which is writing the test cases.
1988240	1992040	So why do you think it's important to write test cases?
1993680	1996460	Let's think together about it.
1997640	2005120	Because an option could be, okay, I have the software, I have, let's say, a bench stop where I can perform the tests.
2005840	2006860	I just do the tests.
2006860	2009780	And then I say, yeah, okay, it works.
2010700	2012780	So why should I write test cases?
2014660	2019860	I see at least a couple of reasons, but let's have an open discussion about it.
2019860	2029440	So we can document everything and show to the client?
2032860	2035600	Yeah, kind of like it.
2035700	2038340	So document everything and show to the client.
2038340	2040560	What do you mean with show to the client?
2041140	2042600	Why should you show?
2042740	2045140	To verify what we have done.
2046100	2050080	Yeah, to show that we've made some progress maybe.
2050660	2057620	And to see if it's according to the requirements or it's working well.
2057620	2060720	Yeah, it also helps for future work.
2062240	2063740	Okay, okay.
2064040	2066500	So let's say, for example, when...
2066500	2068640	We've got a couple of good reasons.
2069100	2072940	Maybe they have to be said in a slightly different way, but they're right fast.
2073460	2073960	Yeah, please go ahead.
2073960	2078760	Maybe to see if the software has issues and it's not working properly.
2082000	2084680	And why should we write test cases for it?
2084680	2094660	I'm not saying it's wrong.
2095080	2096120	Yeah, I get it.
2096220	2096520	I get it.
2096860	2102580	So we write the test cases, we test them, and then we see if we have problems or not.
2102980	2105020	So we write the test cases.
2105680	2111600	I believe we think that, like, what will be the...
2111600	2112640	How do we say?
2112640	2114960	The nature, not the nature.
2115260	2115500	Anyway.
2117240	2119920	It's all in my head, but I don't know how to explain it to you.
2121360	2121600	So.
2125060	2130700	Maybe it's to make it easy for future tests.
2130700	2139160	Or maybe to verify the software meets the requirements.
2141300	2146420	And, like, we imagine what the future will be for the software.
2146620	2150340	So we test in different cases.
2150340	2156400	So we think about all the cases that the software will go through.
2157100	2158320	Like, we think for the future.
2159040	2161860	Oh, so the software works in different conditions.
2162040	2162300	Yeah.
2162360	2162700	Yeah.
2162880	2163540	The conditions.
2164900	2165240	Okay.
2165240	2169400	Let's try to wrap up all the nice things that you gave me about it.
2169780	2172160	So, okay.
2172160	2175480	First of all, we, you know, we have a document.
2175840	2178280	Sometimes we don't have the software yet.
2178280	2184780	So, sometimes the client might ask, okay, start to write test cases.
2185900	2190200	Because you can, let's say, anticipate some work.
2190200	2197180	So you start writing test cases, reading, having the requirement, reading the requirement, and understanding the requirement.
2197180	2206940	So that once you have the software and the benchtop or the car that you should use is ready, you already have all the maneuvers done.
2206940	2216820	So, when some of you were saying, oh, to make it easier, to make the other activities easier, the testing activities easier, or saying something like this.
2217160	2218120	Yeah, that's correct.
2218320	2220820	That's one of the goal of writing test cases.
2220820	2231240	So, I take the requirements, I write test cases, and maybe I share these test cases to another team that will perform test cases.
2231240	2240180	So, they won't have to have the requirement, read the requirement, understand the requirement, stuff like this, because all of these steps have been done by you.
2240180	2251780	Okay, so this is one of the reasons to write test cases, to have clear maneuvers to perform, let's say, to verify that requirement.
2252900	2261360	Another thing is, has probably seen you, I don't know who was saying, to show a kind of progress to the client.
2261360	2279720	This is not exactly true, because we have another staff to show that we have done activities, we will see later, but it's very important to have also test cases where we can say, okay, we have done, today, we have done 10 test cases, 20 test cases, 50 test cases.
2279720	2293080	Okay, in our world, that's a key parameter for showing progress, not just to the client, but whoever, whoever is your responsible, in Kinet or wherever, it will work.
2293440	2305100	Okay, and if you say, I performed 50 test cases, and your responsibility is, okay, which one, and you have nothing, how can you say you performed 50 test cases?
2305100	2313100	So, writing test cases is also very important, for, to show progress that you've done on the activities.
2315500	2319020	There are also other reasons why we write test cases.
2319740	2333340	Let's say, you perform, you have requirement, you write the test cases, so you have a maneuver, you perform it, okay, then for some reason, there are problems, or that feature has to be tested again.
2335100	2339660	Maybe, maybe, in eight months, since the first time you performed the test.
2340920	2348940	How can I perform the same test, exactly, the same test again, if I don't have the maneuver written down?
2349820	2362060	So, it's extremely important to run the test cases, also because the same test might, might be executed, not just in one software, but also, eventually, potentially, in all the softwares,
2362060	2373980	the same test cases, from that point on, and sometimes, you can be asked to perform the same tests, even one year later, you performed the first time that cast, that test, okay.
2373980	2390600	So, even though, while you are doing the test, it looks stupid to write down all the steps, like, I go in K-On, I set this variable to 3, which means, I don't know, dot open, for example.
2390600	2404600	Then I wait five seconds, then I, you know, when you're doing that, it's very, let's say, stupid, you don't need that, all those details, because you think, okay, I know how to do it.
2404600	2426300	But, but think in perspective, you might be, uh, asked to perform the exact same test, one year later, or two years later, it happened to me to perform some tests, one year later, on a specific feature, maybe I'll tell you about that later.
2426300	2440260	And you really should trust your version, the past version of yourself, about doing him or her a good job here, because otherwise, it's going to be a mess.
2440260	2462040	Okay, so, we, we said to make life easier to other tests, let's say, to say it in a proper way, writing the, let's say, checklist, so a list of tests to be executed, this is one reason, second reason is to show progresses, which is not exactly true, but more or less.
2462040	2477500	Another thing, as we said, is to, yeah, have a bunch of tests, and, uh, written in a specific way, so that we can, uh, perform these tests again later in the future.
2478940	2490960	The most important thing, guys, anyway, is that the software, software requirements are fully implemented in the software, okay, so the software is compliant with the requirements.
2490960	2501440	So, the process, once that we have the requirements, and each requirement must be covered at least by one test cases.
2501440	2517260	So, here we are saying that each line, okay, each instruction, the requirement, must have at least a test case is linked to it, because in this way, we are saying that every part of the requirements are covered at least by one test.
2517260	2545040	So, this means getting, this means getting close to achieving the fourth step that I was saying before, I'll just remember you that the first step is have the requirement, second step is read the requirement, the third step is understand the requirement, then let's say we have a fourth step, which is writing test cases, and then the fifth step is, uh, make sure that the software is compliant with the requirements, okay, so yeah, five steps.
2545040	2559680	The fourth step, which is, you know, make us very close to achieving the final goal of the verification activities, which is making sure that the software is compliant with the requirements.
2559680	2563680	How can I be sure that the software is compliant with the requirements?
2563680	2575680	Well, first of all, I have to make sure that each line, so each requirement, each instruction that I have in the requirement is covered at least, at least by one test cases.
2575680	2595680	Then you can have two test cases, then you can have two test cases per requirement, three test cases per requirement, maybe there is a requirement that is a bit tricky, so you cover it with the 20 test cases, okay, so there is no really a high threshold on this.
2595680	2619500	There is no real high threshold on this, uh, the battery is a lower threshold, the lower threshold is to have at least, at least one test cases linked to each requirement.
2619500	2645500	Now that I'm working on requirements, I might even say that you must have at least two test cases on requirement, one saying the software should work like this, and another test case is saying, okay, when the software, when I perform a maneuver different from the one explained in the requirement, then the software shouldn't behave as written in the requirement.
2645500	2652500	So the positive one, so the positive one and the negative one, okay, this is the rule generally accepted.
2652500	2670500	So the one test case is very minimum for, you know, doing a, almost, let's say, poor job, two test cases is actually a good way to improve your work.
2670500	2685500	Okay, so we are, we arrived at a point where we have the requirement, we have read the requirement, we have understood, hopefully, the requirement, we wrote the test cases, then what should I do?
2685500	2699500	In case you didn't get is a question for you guys.
2709500	2710500	Something the requirements.
2710500	2711500	Well, can you be much more specific?
2711500	2734500	So think, really think of yourself entering the office, you enter, you sit at the table, you have your file of requirements, probably digital file of requirements, you have them, you read them, understand them.
2734500	2746500	Then you open, I don't know, an Excel file, for example, you write your test cases, then what you have again, you just have a word file explaining how software should behave.
2746500	2752500	And then you have an Excel file saying which are the maneuvers to be done.
2752500	2757500	Then, is this enough to say, yeah, the car will work.
2757500	2759500	So we do the maneuvers, and then make the test.
2759500	2763500	Yeah, of course, of course, guys, that's the main part.
2763500	2771500	Okay, it's extremely important, again, to have the requirement, read the requirement, understand the requirement, write test cases.
2771500	2784500	Of course, these are all fundamental steps, but then, of course, we have to perform the tests, otherwise, you know, we're just, we stop just right before the main part.
2784500	2806500	So we perform the test, okay, according to the test cases that we've written, and the bench top, or anyway, what we have to perform the tests, we might find ourselves doing unit tests, which means tests on a specific component.
2806500	2829500	So I don't know, one electronic control unit, for example, or on tests of integration, integration test, which means testing a, you know, a more complex bench top where we have more than one electronic control unit or more than one module talk to each other.
2829500	2841500	So maybe you are testing some features that involve more than one electronic control unit, so two, three, five electronic control units talking to each other, for example.
2841500	2853500	And also we can get to functional tests, which are high, let's say, tests from a high level point of view, I would say, I would call them driver point of view.
2853500	2866500	So just think always of yourself entering the car and doing maneuvers, okay, so everything that you might do in the car that can be considered as a functional test.
2866500	2875500	So not really getting into details of the variables inside the electronic control unit, but just caring about the maneuver to be done in the vehicle.
2875500	2888500	Okay, so basically, I don't know, I will open the door, I turn right side, the steering wheel, I put in the car, first gear or whatever, okay, this kind of maneuvers.
2888500	2890500	Then what is missing here.
2890500	2904500	So we have said, we have the requirement, we did the requirement, we understand the requirement, we write test cases, we perform the test cases, then,
2904500	2918960	what happens here so you have a test case saying open the door turn the car on try to move the
2918960	2923820	car with door open okay this is the maneuver you do it then
2934500	2955440	then we see if everything is okay and if everything is okay I don't know what is the next step then
2955440	2960840	but if it has a problem we check the requirements
2960840	2971700	why you check the requirement if there is a problem or maybe we check our test cases I
2971700	2981300	think we send it back so they can fix it yeah they can fix it for developers guys so I give
2981300	2989640	you 15 seconds to think better about it give me just one minute you think about it I have to write
2989640	3014480	okay
3014480	3024720	okay so you were saying something that i like which means i do the test cases and
3026000	3031600	if something is wrong i check the requirements so it's not really clear this part
3033600	3039520	so please let's uh let's think and discuss about it again so we perform test cases then
3039520	3050960	uh then uh if the if the tests are going bad uh we will we'll say that
3054080	3061200	the team to remake the requirements so we can check them again and if the requirements are okay
3062080	3069120	we can go to the next stage i have a couple of questions so uh first one
3070320	3076000	how can you know that requirements are not okay that's the first question why do you say uh
3077120	3084320	maybe i see if the requirements are maybe it's something missing that uh we can do the test cases
3084320	3088880	yeah no no might be might be but the requirements are wrong
3092560	3098000	i just want to know why you started all i see if the requirement is wrong consider that most of the
3098000	3104080	the time requirements are an input to your activities so most of the time they should be
3104080	3112320	correct or sometimes so it's very rare that the problem are the requirements that's why i'm asking
3112320	3120320	why you started questioning immediately the requirements it can be of course it can happen but requirements are wrong
3122240	3127120	but yeah that's the second question the first question that i want to ask is you told me if
3127120	3132240	the test is going bad how can you know the test is going bad let's say
3135360	3142240	it doesn't tell the output that we act so and what is the output that you are expecting
3142240	3150560	now maybe for example if we expect the one it it gives for example zero and it throws a matter
3150560	3156480	no no it's that that's clear away from the requirements oh oh finally finally that's what
3156480	3163200	i wanted to hear guys the requirements are our input and the requirement says how the software should
3163200	3172160	behave so i write i read the requirement that says okay you enter the car if you have the door open and
3172160	3179120	you try to move the car the car won't move for example okay so this is an example of requirement okay
3179840	3187520	then you read requirement you write this case you say okay so the maneuver is i open the door i turn on
3187520	3196080	the car i insert the car i insert the first gear and the car the requirement does not just say the
3196080	3202320	manual says the manual the requirement says also what is the expected behavior the expected behavior is
3202320	3208720	the car will not move okay so when you write the test cases you perform the full maneuver saying open the
