start	end	text
252600	258240	that will start at the unit test phase, the integration test phase, and the functional test phase.
258240	264680	There will be other lessons, probably the lessons related to the software verification,
264680	271480	where we will enter every single block that we see here on the right side,
271560	274100	the unit test, the integration test, and functional test.
274100	283540	We will add some more details, but for the sake of this lesson, we will not enter these blocks.
283540	294460	I want to just remind what the V-cycle looks like and add, in addition, that apart from the purple V that we see here,
294460	296440	there are also gray blocks.
296640	300580	These are functional test design, integration test design, and unit test design.
300580	306280	So, basically, once we have the requirements, once we have software architecture or software design,
306700	312860	we can start to develop some test cases, so we can prepare the tests that we have to do,
312980	316780	starting to write them, and once we actually have the software,
317260	323500	or the integrated hardware in the system, for example, system hardware in the loop,
323560	325820	where we have more than one electronic control unit,
325820	330220	or simply we have a car where we can perform a functional test,
330820	333180	we can start to prepare all the tests,
333180	337320	and once we have the bench to open the cars, we can actually perform the tests.
337720	337840	Okay.
338740	345900	So, this is a fast explanation about the V-cycle,
346080	351140	and probably in the first module, something like this was already explained,
351400	354920	and this V-cycle repeats itself in many phases of the project.
354920	362220	So, about the design, about the requirements, about the software development,
362360	363120	and stuff like this.
363180	363320	Okay.
363400	365960	So, this V-cycle will repeat itself many times.
367840	372960	We finally get to the point of this second module.
373080	376040	The point of this second module is to say,
376560	378660	okay, this is wonderful.
378900	381720	I mean, this is very clear, easy to understand.
382200	383200	This is the process.
383640	384040	Great.
385620	386140	Question.
386580	391000	How do we use this V-cycle in a real case scenario?
391220	392740	Actually, I go to work.
393100	395200	I sit on my chair in front of the computer.
395820	396260	How?
396460	398920	The V-cycle is going to affect my activities.
399660	404980	So, the aim of this second module is to bring everything that you have seen
404980	411060	in the previous presentation that is, let's say, general,
411060	415520	and try to place this V-cycle on a real project.
415520	424120	This is a project I was working on, and of course, I will not mention it for copyrights reasons,
424120	430180	but this is actually a real case scenario I was working on,
430180	437680	and we will see how all that we have said about the V-cycle actually applies also on a real case scenario.
437680	443080	So, let's move to this other slide.
443080	450900	You will not get this presentation yet because this is part of a bigger presentation
450900	456300	that will arrive later in the validation learning and training program.
456300	465780	But you can, you know, have a look at the video and then, let's say, use it to study.
466600	468260	Let's just see something.
468260	479420	Okay, there is a little spoiler here, but then, yeah, let's see what it is.
480360	481960	So, what is that?
483240	489860	I imagine that that's what you ask yourself once you have seen the first video,
490140	494680	and then you received the exercise after the first video.
494680	500220	In front of this slide, probably everyone would have asked himself or herself,
500680	503880	okay, what am I supposed to do with this drawing?
504120	505460	What are all these dots?
505640	506920	What are this stuff?
507760	511940	This is an intended shock, let's say, that we provide you
511940	519000	because we want first to test how you react from the, let's say, didactical point of view
519000	525900	that is the first module of this, of this, yeah, VooCycle topic
525900	530560	and see what you're able to understand about something like this
530560	535620	and how you would place the VooCycle here on a real case scenario.
536560	540580	Of course, you are going to watch this video right after you have tried
540580	545860	at least once or twice or three times to resolve the exercise, okay?
546760	552180	Not everything is answerable from the exercise without this explanation,
552640	553920	but part of it, it is.
554100	558280	So, before you move on, please make sure that you have already shared
558280	562600	one of your solutions of the exercise before this one will,
562760	565760	this explanation will probably reply to all the questions
565760	569720	that are asked for the VooCycle exercise.
570800	571740	So, let's see.
572340	575520	As you can imagine, this is a, yeah, of course,
575600	577920	looking at the top part of the presentation,
578240	580040	here we see a timeline, okay?
581340	585640	What we really care about starts in 2020 and 2022.
586480	591780	So, the lifespan of this project is 2020 to 2022.
592520	594320	Let's start from the left part.
594320	599780	So, the left part is the, let's say, first moments of a project, okay?
600160	605840	And while we move on the right side of this slide,
605960	607860	we are advancing in time.
608540	612540	That means that the project is advancing as well,
612580	614300	or at least it's supposed to advance.
614400	617720	So, the maturity of the project is advancing.
617720	622240	So, as you see here, in the top left part of the slide,
622340	623440	there is the program approval.
624300	627200	Program approval is something that really happens
627200	630180	at a very high level of the project, okay?
631060	631660	Oh, yeah.
631760	634700	Well, probably we can use the, once again,
634860	639180	the most used software in the engineering world,
639180	640600	which is paint.
641600	643860	So, let's use it so we can draw,
644060	648660	we can draw something in here, okay?
648980	650880	Okay, let's keep 100% for now.
651920	652880	Okay, great.
652880	656680	So, here we have the program approval, okay?
656760	657800	I'll mark it in red.
658160	661740	Here, guys, this is a very high level,
662060	663500	high management decision.
663680	665140	So, it's the management deciding,
665300	668660	okay, we are going to create,
668800	672040	to work on this project, okay?
672040	679520	I don't know, let's call it ST project, okay?
680160	682980	So, our card is the ST project, okay?
683260	689680	This is the project plan for the ST project, okay?
689900	691560	This is a fictional card.
692860	696360	Then, let's analyze some of these lines.
696360	701020	I would see, we will work on the spec freeze,
701740	703780	PCR fleet, eco,
704320	707960	and then this line starting from here onward,
708520	711460	this line onward, and stuff like this.
712440	714300	Let's start from the spec freeze.
714700	717080	The spec freeze is the moment
717080	724460	when a set of requirements are freeze, okay?
724460	729220	Frozen freeze, you pick the right way
729220	730520	to pronounce it or to say.
731220	732460	This means that, okay,
733540	737000	at this date, the 22nd of May,
737480	738240	we will have,
738780	742420	I'm just, you know, inventing numbers.
742600	744320	I don't remember the actual numbers,
745220	746200	but we will have,
746620	750340	let's put it, let's make it smaller.
750340	758660	We'll have like 25% of the requirements
758660	761080	will be ready,
761520	762360	and most of all,
762560	765420	they will be official, okay?
765800	769860	So, this means that 25% of the requirements are ready.
771760	773260	As you can see here,
773260	777080	there is a delta time
777080	781100	that passes from here to here, okay?
781920	784340	This time, this delta time, let's see,
784740	787400	is the time where once we know
787400	789080	that this program is going to happen,
789440	792480	then there will be a team
792480	795520	working on writing the requirements.
795520	798600	So, here, we will have
798600	802580	what is the up-left part of the V cycle,
802960	803900	the software requirement.
804080	805560	Do you remember the previous slide
805560	808620	where we had this first block
808620	813040	up-left side of the V cycle?
813420	814120	Here it is.
814520	816180	So, here, there will be a team
816180	818060	writing software requirement.
818880	820620	Of course, they will need some time
820620	821780	to write these requirements,
822220	824340	so they start writing the requirements,
824340	827720	and they will need one month,
827820	828620	two months, three months.
828680	829920	It depends on how much,
830500	832200	how many requirements we want to share
832200	835420	for this date, the 22 of May.
835740	837480	But then we will arrive that
837480	841420	the 22 of May,
841840	843700	the 0A release will be ready.
843920	845960	This means that 25% of the requirement
845960	846980	will be shared.
849760	851480	This is a timeline, okay?
851480	853700	Remember always to look both
853700	856600	to the timeline on the top part of the slide
856600	859780	and the timeline that we are working on here, okay?
860320	862980	As soon as we go on the right part of the slide,
863120	864420	we are advancing in time.
865180	867660	You see, there are also other releases
867660	868980	that we will have the 1A,
869120	870180	we will have the 2A,
870920	871720	but in general,
872120	875360	as your general understanding,
875360	878080	we will not have just three releases,
878260	879800	0A, 1A, and 2A.
880240	881300	In my experience,
881400	884260	I've seen 0A, 0B,
884960	888660	the 0C, 1A, and 2A.
888800	891240	These are five milestones,
891420	892460	let's say, for the requirements.
892840	894980	And you can understand that from 0A,
895140	896640	we will have the 25%,
896640	900080	I don't know, 0B, 50%,
900080	901640	0C, 75%,
901640	903680	1A, 100% of the requirements.
904120	907400	And then we will have another
907400	910540	and last release of the requirements
910540	913880	where we simply modify what was not working before
913880	916100	if we realize that there was something wrong
916100	916800	on the requirements.
916800	921180	So we will have a last release of the requirement,
921360	922060	that is the 2A.
922060	924420	As you see here,
924500	927860	there are no other phases after this 2A.
927980	930320	So this means that all the requirements
930320	934060	must be ready and finished
934060	936380	within the 2A.
936560	937600	After the 2A,
937920	940860	there will be no new requirements.
940860	945740	Of course, this is an ideal perspective,
945880	946280	let's say.
946380	948660	This is an ideal situation.
948660	954020	Quite likely in the likelihood of a project,
954180	955560	in the reality of the project,
956000	958640	it happens that we will have other requirements
958640	960620	in late phases of the project.
960760	962320	But this is an emergency case.
962740	964420	Most of the requirements should be closed
964420	966480	or at least 100% of the requirements
966480	969260	should be closed up and running,
969500	970000	let's say,
970400	972160	not modifiable,
972920	974320	from the 2A on.
974320	977820	The 2A is the last time
977820	980560	we can upload update requirements.
980760	980840	Okay.
981680	983020	But let's move back
983020	984380	to what we were saying before.
984800	987740	So when the requirements are released here,
988140	989420	let's say here we have
989420	990820	the software requirement release.
990920	991040	Okay.
991080	993120	Where the 25% of the requirements are written.
993780	995460	As you remember from the presentation
995460	996500	I was showing before,
996600	999520	so let's move back for one second.
1000300	1001760	Here you see the software requirements
1001760	1002800	is the first step.
1002800	1004800	Then there will be other steps.
1004940	1006780	These steps will be part of
1006780	1009760	the software development team.
1009880	1011820	So we will not see anything
1011820	1012900	that happens between
1012900	1015180	the release of the requirements
1015180	1017740	and the release of the first software.
1018120	1020480	The release of the first software,
1020600	1021340	in this case,
1021540	1024400	considering just ECHO1 timeline,
1024880	1026420	is this B100.
1026420	1028640	So as you see,
1028760	1030400	the B100 is released,
1030640	1035120	was released on 16th of September 2020,
1035640	1036700	while the requirements
1036700	1041160	were released 22th of May 2020.
1041800	1044460	So there were like four months
1044460	1045720	between the two releases.
1046560	1048120	What happened in these two months?
1048240	1049080	In these two months,
1049180	1050320	it happened that
1050320	1052860	the requirements were shared
1052860	1054040	with the software developers.
1054520	1055620	The software developers
1055620	1057160	discussed the requirements
1057160	1065260	with the specification engineer,
1065380	1066420	so the engineer
1066420	1067460	that wrote the requirement.
1067620	1068440	So there is a discussion
1068440	1070760	between the requirement engineer
1070760	1073580	and the software developers.
1074120	1075980	And once they agree on everything,
1076860	1078580	then the requirements are,
1078720	1079780	let's say, finalized.
1079780	1080660	So these requirements
1080660	1082480	are agreed between the parties.
1082960	1084640	And then the software developer team
1084640	1086360	starts to work on the requirement
1086360	1088340	and to actually implement them
1088340	1088900	in the software.
1089420	1089820	How?
1090100	1092280	First, creating a software architecture,
1092560	1093660	then a software design,
1093760	1096480	and finally constructing the software.
1102160	1104660	So the requirements are shared
1104660	1107160	and agreed between
1107160	1108680	the requirement engineer
1108680	1110240	and the software development team.
1111220	1111800	And finally,
1111920	1113220	the software development team
1113220	1114360	starts to work on them.
1114840	1115900	They create an architecture,
1116080	1117100	they design the software,
1117280	1118400	and they write the software.
1119260	1121040	Then they release the software.
1121360	1123480	So here we are simply
1123480	1125520	descending the left part
1125520	1126560	of the cycle, okay?
1127020	1131280	So this was the software requirement,
1131920	1132160	okay?
1132460	1134580	And here we start to go down the V
1134580	1137160	until we have the release
1137160	1138240	of the first software.
1139200	1140800	So they build the software
1140800	1142140	and then they give us,
1142380	1144920	so let's go down here for a while.
1145400	1148220	And then we start to raise the V,
1148620	1148980	okay?
1149720	1153580	Where we find the first part
1153580	1155360	that really matters
1155360	1157460	to us that are following
1157460	1158660	the validation program.
1159440	1160040	So remember,
1160300	1161940	this is the software requirement block.
1162080	1163920	Then we have the software architecture block.
1163920	1166040	We have the software design block.
1166260	1168220	Here we have the software construction.
1169140	1170880	And then we will have the,
1171960	1172400	let's see,
1172480	1174060	here at the phase of unit testing.
1174540	1176060	So here we will receive
1176060	1178100	the first software.
1179560	1181700	Where we upload this software,
1182040	1184720	so we have a bunch of lines of code,
1185140	1185440	okay?
1186080	1188120	But then we have to test this software.
1188120	1190120	So to test this software,
1190260	1193220	we will need a benchtop.
1193680	1195780	You will see different stuff
1195780	1197020	about these benchtops,
1197140	1198600	different kind of benchtops,
1198700	1199220	the car,
1199720	1200640	and stuff like this.
1200720	1201720	So hardware in the loop,
1201820	1202700	software in the loop,
1202920	1204740	whatever, okay?
1204780	1206460	There will be many strategies
1206460	1207820	to perform these tests.
1207980	1210180	But for the sake of this explanation,
1210880	1213760	we consider as an hypothesis
1213760	1216040	that before we received the software,
1216040	1217820	there was a team working
1217820	1219760	in preparing the benchtop for us,
1219820	1220020	okay?
1220460	1221380	This will be clearer
1221380	1224100	once you move forward
1224100	1225960	to the training program.
1226500	1227360	But for now,
1227460	1228280	let's consider that
1228280	1230000	we already have a benchtop
1230000	1231280	that is ready to be tested.
1231420	1232540	So we have a benchtop.
1233060	1235800	We have the electronic control unit one.
1236440	1237900	And when we receive the software
1237900	1240160	related to the electronic control unit one,
1240160	1244140	then we flash or upload the software
1244140	1246460	on the electronic control unit
1246460	1248220	and we start the test.
1249680	1250320	Question.
1251040	1252660	What kind of test do we start?
1253520	1256820	Guys, please remember always
1256820	1259020	that the starting point
1259020	1260700	and the full purpose
1260700	1261680	of the verification,
1262160	1262920	of the validation,
1263340	1264160	and in general,
1264720	1265940	the testing activities
1265940	1267740	is to make sure
1267740	1268920	that the software
1268920	1270960	and so the system
1270960	1272440	behaves
1272440	1274420	as the requirements
1274420	1275700	described,
1276240	1276520	okay?
1277160	1278180	This is the reason
1278180	1279140	why the requirements
1279140	1280300	are always
1280300	1282600	the most important phase,
1282940	1283280	okay?
1284060	1285900	They are extremely important
1285900	1287620	because they are the input document
1287620	1288360	for everything.
1289000	1290480	Whenever we have to test,
1290620	1291660	what we test
1291660	1292840	is that the software
1292840	1294300	behaves according
1294300	1295440	to the requirements,
1295880	1296080	okay?
1297300	1299100	Requirements must enter
1299100	1300000	in your head.
1300100	1300440	I don't know
1300440	1301480	if you want to
1301480	1303280	tattoo
1303280	1304920	these requirements
1304920	1305760	on your heart.
1306080	1307160	You want to write
1307160	1308620	requirements everywhere
1308620	1310720	on your copybook,
1310840	1311180	wherever,
1311340	1313140	put as a screen saver
1313140	1314220	on your computer.
1314860	1316320	What is extremely important
1316320	1317240	is that you remember
1317240	1318660	that the input
1318660	1320020	of all,
1320540	1320980	all,
1321500	1322800	all the activities
1322800	1324200	that you will see here
1324200	1325020	in this company
1325020	1326740	starts from
1326740	1327960	the requirements,
1328400	1328640	okay?
1329460	1329780	So,
1330680	1332240	this is actually,
1332680	1333660	again,
1333920	1334560	an experience
1334560	1335520	that I had.
1335940	1336100	So,
1336240	1337420	I was working
1337420	1338220	on this project
1338220	1339040	when I received
1339040	1340640	B100 software.
1341160	1342400	There was another team
1342400	1343840	working on a benchtop.
1344120	1345660	This team provided me
1345660	1346320	the benchtop.
1346700	1347940	I had the electronic
1347940	1349060	control unit one.
1349420	1350800	I flashed the software
1350800	1351840	and I had
1351840	1352580	to make sure
1352580	1353320	that the software
1353320	1354280	behaved according
1354280	1355860	to the 25%
1355860	1356660	of the requirements
1356660	1357420	that were shared
1357420	1358480	on the zero errorings,
1358760	1359020	okay?
1359520	1359820	So,
1359900	1360380	we have
1360380	1362560	a bunch of requirements
1362560	1363660	and we make sure
1363660	1364660	that these requirements
1364660	1366980	are properly implemented
1366980	1367640	in the software,
1367900	1368200	okay?
1369480	1371280	As you see here,
1371340	1372360	there is a similarities
1372360	1373120	in colors,
1373280	1373580	okay?
1373580	1373920	So,
1374180	1375280	this light blue
1375280	1376560	is the same light blue
1376560	1377260	that we have
1377260	1378740	on all these points,
1378820	1379100	okay?
1379860	1381100	I'm just focusing
1381100	1382180	on the development
1382180	1383140	of ECO1,
1383340	1384360	but as you've already
1384360	1385600	seen in the introduction
1385600	1386680	videos about
1386680	1388180	the e-architecture
1388180	1389500	or generally
1389500	1390440	of all the electronic
1390440	1391180	control units
1391180	1391720	that you have
1391720	1392160	on a car,
1392640	1393900	you may realize
1393900	1394900	that there are
1394900	1395780	like 30,
1396200	1396680	40,
1397180	1398700	50 electronic
1398700	1399660	control units
1399660	1400960	inside the car.
1400960	1401400	So,
1402040	1403320	what we say
1403320	1404300	for one electronic
1404300	1405120	control unit
1405120	1406500	may apply also
1406500	1407500	for other 30,
1407660	1407920	40,
1407940	1409060	or 50 electronic
1409060	1409900	control units.
1411440	1412940	We have requirements
1412940	1413760	that are related
1413760	1414660	to the bull car,
1414920	1416400	so it means
1416400	1417320	that these requirements
1417320	1419060	to be properly
1419060	1419640	implemented
1419640	1421440	need the collaboration
1421440	1423200	of many electronic
1423200	1423980	control units
1423980	1425500	or some requirements
1425500	1426300	that are specific
1426300	1427420	for one electronic
1427420	1428160	control unit.
1428620	1429200	But anyway,
1429380	1429720	we will
1429720	1431980	deep this
1431980	1433520	topic
1433520	1434140	in further
1434140	1434800	lessons.
1435740	1436300	So,
1436380	1436880	we arrived
1436880	1437720	at the unit test
1437720	1438040	phase.
1438160	1438300	Okay,
1438340	1438920	do you remember
1438920	1439620	we are here?
1439860	1440800	Why unit test?
1442260	1442820	Especially
1442820	1445060	for the first
1445060	1446100	part of the project,
1446660	1448000	you do not
1448000	1448560	have
1448560	1450560	a
1450560	1452400	system
1452400	1453260	that looks
1453260	1454000	like the final
1454000	1454500	product.
1454960	1455180	So,
1455220	1455480	basically,
1455660	1456280	we do not
1456280	1457060	have a car.
1457060	1457960	we do not
1457960	1459120	have a very
1459120	1459780	advanced
1459780	1461440	hardware in the
1461440	1461800	loop that
1461800	1462640	simulate the car
1462640	1463360	because we are
1463360	1463980	at the beginning
1463980	1464680	of the project.
1465240	1465340	So,
1465420	1465740	at the beginning
1465740	1466500	of the project,
1466620	1466820	here,
1466900	1468040	we just focus
1468040	1468820	on one
1468820	1469540	electronic
1469540	1470420	control unit.
1470760	1471400	This is why
1471400	1472360	here we mentioned
1472360	1473600	the unit test,
1473860	1475160	which is focusing
1475160	1475820	on testing
1475820	1476760	just our
1476760	1477640	component.
1477900	1478040	So,
1478140	1478420	here,
1478500	1479220	most of the time,
1479320	1479720	we have
1479720	1481340	a simplified
1481340	1482180	hardware in the
1482180	1482760	loop where there
1482760	1483800	is an ideal
1483800	1484680	and simplified
1484680	1485840	model of a car,
1485840	1487220	the only
1487220	1488540	available hardware
1488540	1489460	is our
1489460	1490440	electronic control
1490440	1491140	unit and we
1491140	1491840	work only
1491840	1492660	with the
1492660	1493500	electronic control
1493500	1494200	unit 1,
1494460	1495180	testing the
1495180	1495940	software B100.
1497120	1498180	You see here
1498180	1498800	there are many
1498800	1499520	other software,
1499680	1500700	B110,
1501040	1502000	B120,
1502360	1502960	and stuff like
1502960	1503240	this.
1503980	1504940	This can be
1504940	1505980	both because
1505980	1506940	the 0A
1506940	1507580	requirements
1507580	1508560	couldn't be
1508560	1509200	implemented
1509200	1510560	fully in
1510560	1511500	B100 and
1511500	1512020	maybe they
1512020	1512760	splitted part
1512760	1513480	in B100,
1513720	1514740	part in B110
1514740	1515580	and other
1515580	1516940	part of B120,
1517480	1518420	but also because
1518420	1519200	once we start
1519200	1519660	testing,
1520920	1522660	we can have
1522660	1523560	problems and
1523560	1524440	we will see
1524440	1525180	what happens
1525180	1525860	in that case.
1527120	1528240	Let's focus on
1528240	1529160	something very
1529160	1529960	important that
1529960	1530840	is up here.
1531020	1531140	So,
1531220	1532020	I slightly
1532020	1533140	delete this
1533140	1535520	part because
1535520	1537200	I want to
1537200	1538040	focus on
1538040	1540080	this timeline,
1540460	1541040	this one.
1541040	1542480	this is the
1542480	1543460	timeline of
1543460	1544400	the vehicles.
1545860	1546460	Let's
1546460	1547200	explain this
1547200	1547560	better.
1548600	1549000	Where you
1549000	1549500	see here
1549500	1550260	Mule 1,
1550500	1551580	Mule 1 is
1551580	1552320	the first
1552320	1553800	prototype ever
1553800	1554540	of that
1554540	1555200	project.
1555960	1556600	This is a
1556600	1557320	car that is
1557320	1558460	built by hand
1558460	1558900	basically.
1559260	1559400	Okay?
1559980	1560220	So,
1560460	1562460	parts of
1562460	1563140	other cars
1563140	1563720	are taken,
1564240	1564580	they're put,
1564820	1565500	they're all
1565500	1565960	together,
1566080	1566420	they're put
1566420	1566840	together,
1566840	1567260	and we
1567260	1567660	create
1567660	1568220	first
1568220	1568900	prototype.
1570760	1571660	Is this
1571660	1572220	just a
1572220	1572620	random
1572620	1573300	prototype?
1573720	1574000	No.
1574500	1574880	Probably
1574880	1575800	10% of
1575800	1576300	this car
1576300	1577560	will be
1577560	1580760	what we
1580760	1581860	will find
1581860	1582140	in the
1582140	1582860	final product,
1583120	1583600	while the
1583600	1584600	90% of
1584600	1584940	the car
1584940	1585460	is something
1585460	1585920	different.
1586540	1586720	So,
1586760	1587160	the purpose
1587160	1587740	here is
1587740	1588180	just to
1588180	1589040	test the
1589040	1590040	10% of
1590040	1590400	the car
1590400	1592960	that will
1592960	1593500	be actually
1593500	1594220	part of
1594220	1594700	the final
1594700	1595220	product.
1595220	1597100	Why I'm
1597100	1597720	focusing on
1597720	1597940	this?
1598020	1598540	I'm focusing
1598540	1598940	on this
1598940	1599720	because this
1599720	1600320	means that
1600320	1601900	before this
1601900	1602960	16th of
1602960	1603480	November,
1604200	1604720	before,
1604900	1605200	there are
1605200	1605720	no cars.
1606320	1606460	Okay?
1606900	1607280	So,
1607400	1607680	we are
1607680	1608320	working on
1608320	1608820	a project
1608820	1609660	to create
1609660	1610080	a car,
1610400	1610980	to work
1610980	1611400	on this
1611400	1611880	car that
1611880	1612340	we call
1612340	1612720	ST
1612720	1613160	project,
1613860	1614740	but before
1614740	1615620	16th of
1615620	1616120	November,
1616740	1617360	if everything
1617360	1618040	goes according
1618040	1618340	to the
1618340	1618540	plan,
1618840	1619320	we have
1619320	1620480	no car.
1621320	1621620	So,
1621720	1622600	this explains
1622600	1623620	you why
1623620	1624480	we focus
1624480	1625200	first on
1625200	1625920	unit test
1625920	1626300	because at
1626300	1626720	the beginning
1626720	1627560	it's extremely
1627560	1628860	important first
1628860	1629500	to test that
1629500	1630080	the single
1630080	1630820	unit works
1630820	1631260	properly.
1632000	1632300	Then,
1632420	1632880	once we
1632880	1633300	move in
1633300	1633820	the timeline,
1634160	1634440	we will
1634440	1635320	have other
1635320	1635880	electronic
1635880	1636780	control unit,
1637640	1638160	let's say
1638160	1638620	in a way
1638620	1639280	debugged,
1639360	1639980	or at least
1639980	1641000	other components
1641000	1641620	that start
1641620	1642340	to be more
1642340	1642820	mature,
1643280	1643820	and we can
1643820	1644220	move to
1644220	1644600	the next
1644600	1645200	phase of
1645200	1645960	the system
1645960	1647840	testing,
1648060	1648180	okay?
1648220	1648860	The integration
1648860	1649420	testing,
1649560	1649780	sorry.
1650160	1650400	So,
1650400	1651100	we don't
1651100	1651800	have just
1651800	1652620	the test
1652620	1653240	of one
1653240	1654720	component,
1654720	1655120	but then
1655120	1655520	we start
1655520	1655900	to put
1655900	1656380	together
1656380	1657180	more
1657180	1657720	electronic
1657720	1658140	control
1658140	1658600	units.
1659640	1660400	This is
1660400	1661100	needed because,
1661300	1661700	as I was
1661700	1662080	mentioning
1662080	1662560	before,
1663020	1663780	the requirements
1663780	1664780	are the
1664780	1665740	feature that
1665740	1666300	we have on
1666300	1666720	cars,
1666860	1667440	most of
1667440	1668360	them imply
1668360	1669040	the collaboration
1669040	1669660	of more
1669660	1670120	than one
1670120	1670600	electronic
1670600	1671300	control unit.
1671720	1672320	I always
1672320	1672620	do the
1672620	1673160	example of
1673160	1673500	the cruise
1673500	1673880	control,
1674000	1674360	or for
1674360	1674720	example,
1674820	1675440	the adaptive
1675440	1676260	cruise control.
1676400	1676860	The adaptive
1676860	1677920	cruise control
1677920	1678540	is a feature
1678540	1679780	that allows
1679780	1680360	you to
1680360	1681080	follow a
1681080	1681660	car without
1681660	1682480	just braking
1682480	1683280	or accelerating.
1683440	1683720	The car
1683720	1684040	will do
1684040	1684620	everything by
1684620	1685020	itself.
1685660	1686020	In order
1686020	1686400	to do
1686400	1686660	that,
1686760	1687080	the car
1687080	1687480	needs to
1687480	1688160	read information
1688160	1688640	from the
1688640	1689000	radar,
1689440	1689780	from the
1689780	1690140	camera,
1690560	1690920	and then
1690920	1691400	accelerate
1691400	1692200	by itself,
1692520	1693380	brake by
1693380	1693800	itself.
1694200	1694360	So,
1694540	1694960	all these
1694960	1696740	devices are
1696740	1697500	not controlled
1697500	1698700	just by one
1698700	1699220	electronic
1699220	1699960	control unit,
1700320	1700680	but there
1700680	1701400	are more
1701400	1702000	than one,
1702120	1702460	there are
1702460	1702680	two,
1702840	1703040	three,
1703200	1703400	four,
1703680	1704400	five electronic
1704400	1705200	control units
1705200	1706460	working to
1706460	1707560	make the
1707560	1708580	adaptive cruise
1708580	1709320	control working
1709320	1709880	properly in
1709880	1710200	the car.
1711120	1711440	So,
1712080	1712640	it's okay
1712640	1713420	that I have
1713420	1714220	the single
1714220	1715300	electronic control
1715300	1716060	unit working
1716060	1716580	properly,
1716880	1717360	but then,
1717460	1718780	in order to
1718780	1719480	make this
1719480	1720560	feature working
1720560	1721480	properly also
1721480	1722380	on a car,
1722520	1723180	so that actually
1723180	1724080	a driver can
1724080	1724880	use an adaptive
1724880	1725680	cruise control,
1726080	1726800	it's extremely
1726800	1727720	important that
1727720	1728400	not just the
1728400	1729100	unit works,
1729380	1730060	but that also
1730060	1730820	the different
1730820	1732900	units participating
1732900	1733340	with this
1733340	1734580	feature talk
1734580	1735600	properly to
1735600	1736220	each other
1736220	1737500	and make
1737500	1738060	sure that the
1738060	1738800	adaptive cruise
1738800	1739420	control will
1739420	1740120	work properly
1740120	1740760	on a car.
1741500	1741660	So,
1741800	1742580	before we
1742580	1743500	arrive to
1743500	1744220	the testing
1744220	1745120	phase in
1745120	1745880	the car,
1746500	1747240	we perform
1747240	1748180	first unit
1748180	1748580	test,
1748920	1750000	then integration
1750000	1750480	test,
1750620	1751120	so we start
1751120	1751880	to put together
1751880	1752460	the electronic
1752460	1753280	control units
1753280	1753960	and see what
1753960	1754540	happens when
1754540	1755060	they talk to
1755060	1755520	each other
1755520	1756220	and if they
1756220	1756920	talk properly
1756920	1757300	to each
1757300	1757540	other,
1758260	1758880	and finally,
1759020	1759700	we arrive to
1759700	1760060	the last
1760060	1760480	phase,
1760620	1760740	okay,
1760840	1761320	now this
1761320	1762540	V is a bit
1762540	1762900	weird,
1763020	1763540	let's say
1763540	1764040	it's something
1764040	1764640	like this,
1765900	1766440	we arrive to
1766440	1766800	the last
1766800	1767640	phase here,
1768060	1768560	that is
