start	end	text
536080	554080	Other static characteristics are sensitivity, that is the slope of the conversion curve at a certain point and corresponds to the inverse of the slope of the calibration curve.
554080	567080	In other words, it is the ratio of the change in output signal to the corresponding change in input signal as shown in the formula on the right side of the slide.
567080	576080	Stability, that is the ability to maintain the operating characteristics unchanged over time, long and short term.
576080	592080	And then we cannot forget the linearity, which indicates by how much the calibration curve deviates from the straight line, precisely from the ideal line.
592080	599080	Here we have other three characteristics.
599080	602080	We are still talking about static features.
602080	611080	Resolution, changing the value of the measurement that causes an appreciable change in the value of the output quantity.
611080	616080	If the sensor works close to zero, it is called a threshold.
616080	625080	Repeatability, that is the aptitude of the instrument to provide values of the output quantity that differ little from each other,
625080	630080	when you apply the same input and under the same operating conditions.
630080	634080	It is expressed similarly to calibration uncertainty.
634080	642080	In other words, it is the aptitude of the instrument to always provide the same value at the output for the same input.
642080	651080	In stereesis, this is the maximum difference between the values of the output corresponding to the same measurement,
651080	661080	when all values of the measuring range are considered, and each value is reached with the first increasing and then decreasing measurement.
661080	668080	In other words, it represents the maximum difference between the input and the output values,
668080	676080	and it is calculated by varying the values between the range from minimum to maximum and opposite.
676080	686080	Here, there are dynamic characteristics.
686080	695080	Clearly, we are going to consider separately what concerns the time domain and the frequency domain.
695080	700080	About the frequency domain, we can talk about frequency response,
700080	713080	which we know characterizes the behavior of the sensor, instrument or acquisition system when the input quantity is subjected to time varying stresses.
713080	723080	The frequency range, that is the range of frequencies in which the modulus response curve does not go outside a predetermined tolerance band,
723080	728080	and possible resonance frequency.
728080	738080	About the time domain, we can talk about rise time and response time, time constant, settling time, overshoot dumping factor,
738080	741080	and things I'm sure you've heard before at the university.
749080	757080	From here, in the next two slides, we can find a table of sensors sorted by type.
758080	774080	Now, let's start with the actuators.
774080	781080	By definition, an actuator is a system that includes both mechanical and electrical energy.
781080	788080	In particular, the electrical energy is able to cause the development of a specific motion.
788080	796080	Just as we have seen for sensors, also for the actuators, there are different types.
796080	803080	Electric, electrostatic, hydraulic, electromechanic, and so on, which we will see in the following slides.
803080	819080	So, we can say that an actuator is a device in an automation system that transforms an automatic common decision,
819080	826080	process it by an electronic control board, into a physical action on the processing being regulated.
826080	836080	So, an actuator makes it possible to act on a system in order to change its behavior and obtain the desired output.
836080	846080	More generally, the actuator can be defined as a transducer that is capable of transforming the signal from one physical domain,
846080	853080	typically electrical, into an equivalent quantity belonging to another domain,
853080	864080	for example, mechanical, thermal, hydraulic, and so on.
864080	868080	We can classify the actuators according different parameters.
868080	875080	First of all, we have a classification according to the type of physical quantity that is going to be implemented,
875080	879080	mechanical, hydraulic, electric, and so on.
879080	885080	And the second one, according to the type of electric actuation common,
885080	890080	that could be digital, analog, or PWM.
890080	898080	Let's talk about an example of an actuator.
898080	900080	Let's talk about a relay.
900080	903080	Why are relays so common?
903080	913080	Relays are widely used in electronics because they allow larger loads to be powered by low voltage, low amperage electronics.
913080	928080	A relay is an electromechanical component consisting of a coil within which a magnetic field is created such that it closes or opens a contact.
928080	935080	The symbol of the relay is what you see drawn above the component in the figure on the right side of the slide.
935080	944080	Looking at this symbol, we see that the left side is the electrical part or control circuit,
944080	949080	coil in which the magnetic field is created by application of a voltage,
949080	958080	while the right side is the mechanical part or power circuit, which goes to mechanically close the contacts.
958080	963080	The contacts are called normally closed or normally open.
963080	970080	When the relay is not energized, it has one contact already closed, which is called normally closed.
970080	979080	When a voltage is applied and the relay is energized, it goes to close another contact opening the normally closed.
979080	983080	This other contact is called normally open.
983080	992080	The contact you see below in the figure of the symbol of the relay indicated by the number 30 is the common contact.
992080	999080	Now we introduce two concepts.
999080	1007080	HSD high side driver switch and LSD low side driver switch.
1007080	1017080	An HSD high side driver switch relay is defined as a relay that in order to be commanded active,
1017080	1024080	the control unit that manages its control needs to use a high potential.
1024080	1027080	In fact, the channel is called active high.
1027080	1033080	As a result, the other pin of the control coil will be connected to a low reference potential.
1033080	1034080	A ground to be clear.
1034080	1046080	The LSD low side driver switch relay is defined as a relay which in order to be commanded active,
1046080	1052080	the control unit that manages its control needs to use a low potential.
1052080	1059080	It follows that the control coil will have one of the two pins connected to a high reference potential,
1059080	1065080	which may be, for example, battery voltage.
1065080	1080080	In the evolution of electronic systems in the automotive area, control units, ECUs, have been controlling and managing various actuators by using PWM commands.
1080080	1088080	For example, diesel pressure regulator, EGR, VGT, solenoid valve actuator and so on.
1088080	1093080	PWM means pulse width modulation.
1093080	1105080	PWM control is a square wave signal that changes by varying the width of the positive pulse duty cycle in the same unit of time, frequency.
1105080	1114080	A PWM signal is characterized by fixed frequency and variable duty cycle.
1114080	1128080	Duty cycle, by definition, is the ratio of the time when the square wave takes a high value to the period T, where the period T is the inverse of the frequency.
1128080	1145080	It follows that, for example, if we have a duty cycle of 20%, it corresponds to a square wave that takes on a high value 20% of the time and takes a low value in the remaining 80%.
1145080	1172080	An electronic control unit provides some specific actuators that need PWM control with a fixed frequency square wave signal that is variable cycle modulated.
1172080	1176080	Here, then, this is the PWM.
1176080	1191080	For example, the ECU command will therefore be a signal that will feed the solenoid valve coil and will be able to open it completely, close it completely, and most important, partialize its opening.
1191080	1214080	In practice, the ECU causes the control voltage to varying at such a frequency that the actuator does not move following the instantaneous value of the voltage, but reaches a position that will depend on the proportion between the time the voltage is present and the time the voltage is absent, precisely due to the cycle variation.
1214080	1224080	An example of a PWM command is the one in the present slide.
1224080	1235080	Here we can see a niche bridge, which is a rather simple circuit consisting of four electronic switches that drive a load, place it in the center.
1235080	1242080	They are usually used, for instance, to drive DC motors.
1242080	1257080	When the four switches S1, S2, S3, S4 are all open, the load, let's say the case of a DC electric motor, for example, that is indicated by letter M, is not energized.
1257080	1268080	The four switches never close all at once, but in pairs, specifically S1 with S4 and S2 with S3.
1268080	1276080	In this way, they create two closed paths that allow current to flow within the circuit.
1276080	1286080	In fact, when, for example, S1 and S4 are closed, the motor that is energized turns in one direction.
1286080	1301080	When the other two switches, S2 and S3, close instead, the motor is powered and turns in the opposite direction since we have practically reversed the polarity of the voltage applied to the motor.
1301080	1310080	It is clear that, in theory, the four switches can be opened and closed independently of the others.
1310080	1322080	But in practice, we avoid these configurations different from these two because, for instance, if they are all closed at the same time, a short circuit would result.
1322080	1328080	The H-bridge allows the motor to be controlled only in the on-off mode.
1328080	1339080	In the on state, the motor is energized and turns, one way or the other, at the maximum speed allowed by the V-in voltage.
1339080	1343080	While in the off state, the motor is not powered.
1343080	1352080	However, in most practical applications, continuous regulation of the rotational speed is required.
1352080	1362080	And this can be achieved by controlling the four switches using pulse width modulation, so using PWM control.
1362080	1373080	And this will then cause that during the on time, the motor is energized and gradually increases its speed.
1373080	1383080	While during the off time, the power supply is zero and the motor, if it was turning before, now tends to break.
1383080	1384080	Thank you.
1384080	1399080	Thank you very much.
1399080	1404080	Thank you.
