start	end	text
218000	219000	Okay.
219000	227000	So as I was saying the identification, so the ID of the diagnostic trouble code is based on
227000	231000	three bytes and I'm going to show you them.
231000	236000	So this is the first byte, this is the second byte, and this is the third byte.
236000	237000	Okay.
237000	243000	But every time we ask to the electronic control unit the list of errors that the electronic
243000	247000	control unit has stored inside it, and we will see how to do that.
247000	248000	Okay.
248000	249000	Okay.
249000	255000	So probably this module or in the next module, we see how to do actually concrete way this
255000	256000	request.
256000	262000	We will always see and realize that the echo will reply always at least with four bytes.
262000	263000	Okay.
263000	265000	If there is an error present in this case.
265000	270000	So where three bytes are related to the identification number of diagnostic trouble code.
270000	274000	So let's say this is the first, this is the second, and this is the third.
274000	278000	But then we will also have the fourth byte.
278000	283000	This fourth byte is the status of DTC we are referring to.
283000	284000	Okay.
284000	290000	So this 8f that you see is, you know, a combination of 8 bit.
290000	294000	And according to the values of this 8 bit, we will have a specific value.
294000	295000	8f is an hexadecimal.
295000	300000	So according to the bit, the value of the bits that we will have here, we will have a
300000	303000	specific value of this 8f.
303000	308000	So please remember, we will see how to ask to the electronic control unit the list of
308000	310000	errors, for example.
310000	316000	But just keep in mind, for starters, that the diagnostic, every diagnostic trouble code is
316000	318000	expressed with three bytes.
318000	323000	And then, and this is a statical, I mean, it's a static means it's just an identification
323000	324000	number.
324000	325000	Okay.
325000	328000	Like, I don't know the ID of a can frame.
328000	329000	Okay.
329000	331000	That is an ID and it's a static.
331000	333000	So this is not, this does not change.
333000	338000	What actually changed is the fourth byte because the fourth byte is the representation
338000	341000	of the actual status of the DTC.
341000	346000	Please guys, as always, do not learn things by earth.
346000	354000	So status of DTC is not just a name or a, you know, funny combination of words that someone
354000	356000	in the past decide to use.
356000	361000	Status of DTC actually means the status of the diagnostic trouble code.
361000	364000	Always refer to the concrete things.
364000	365000	Okay.
365000	366000	Concrete examples.
366000	372000	Let's always think about we are having a problem with our car and we are driving the
372000	373000	car on the highway.
373000	376000	So I already did this example in the past module.
376000	377000	Okay.
377000	385000	And what it really, what really matters is to understand what is the problem, make sure
385000	390000	that the car and so the software behaves properly so that everything is safe.
390000	394000	We can preserve the safety of the drivers, the system and all the things that we have
394000	395000	said.
395000	396000	Okay.
396000	404000	But once we, you know, everything is safe and, you know, all the safety part is achieved,
404000	407000	then it's very important for us to understand what is the status of the error.
407000	412000	This is from the high level point of view, but this is also important during the development
412000	413000	phase.
413000	418000	If you're performing some tests that require that the error memory is clean and you have
418000	419000	no errors stored.
419000	424000	And then you have an error always present inside, or you have an error generally in your electronic
424000	425000	control unit.
425000	427000	The first step is to understand.
427000	428000	Okay.
428000	429000	The error of error is it.
429000	433000	I have three bytes telling me which is the identification number.
433000	438000	So I can actually refer and understand what is this error.
438000	447000	And then looking at the fourth byte, I can see, okay, just analyzing the value of this eight
447000	451000	bit, I can understand if the error is present, if the error is not present.
451000	457000	If the error was present in the previous monitoring cycle, if it was present two monitoring cycles
457000	460000	ago, if it's just stored, if there is a lump on.
460000	465000	So these are all information that we can retrieve just looking at this fourth byte.
465000	466000	Okay.
466000	469000	So this is extremely important.
469000	475000	I've mentioned something that might sound new for you, which is the monitoring cycle,
475000	485000	but we will go through it while explaining this because we will have basically three definitions
485000	487000	that we are going to give today.
487000	490000	So one, let's make it a bit smaller.
490000	494000	One is the monitoring cycle.
494000	500000	One is the driving, oops, driving cycle.
500000	504000	And another one is the warm up cycle.
504000	507000	So we will have three definitions.
507000	508000	Okay.
508000	516000	For starters, let's, of course, these definitions in a way are reported on the norms.
516000	517000	Okay.
517000	521000	So, once again, you don't have to remember everything by earth.
521000	527000	You just have to know, you know, where to look at, in this case, to the norm, or, you
527000	532000	know, just have the material to study and to read so that you know the definition of this
532000	533000	kind of stuff.
533000	537000	Please do not just study by earth.
537000	543000	Try to understand from the physical point of view what does it mean, all of this stuff.
543000	550000	So, to start with, we will define the monitoring cycle, a cycle that goes from the K off, sorry,
550000	555000	from the K on to K off.
555000	556000	Okay.
556000	558000	Monitoring cycle.
558000	559000	Okay.
559000	561000	Once again, let's analyze the word cycle.
561000	562000	So it's a cycle.
562000	563000	Okay.
563000	568000	We are monitoring a period of something, but monitoring what?
568000	569000	Okay.
569000	570000	Once again, here.
570000	571000	Okay.
571000	572000	I can even type it here.
572000	573000	Okay.
573000	575000	Just to make things even clearer.
575000	588000	We are talking about a, here, the status of DTC.
588000	589000	Okay.
589000	592000	Please always remember what we are talking about.
592000	593000	Okay.
593000	594000	Status of DTC.
594000	597000	So what are we monitoring in this cycle?
597000	598000	The status of the DTC.
598000	599000	Okay.
599000	600000	The two things are interconnected.
600000	602000	They are connected together.
602000	603000	Okay.
603000	604000	So monitoring cycle.
604000	608000	This is a cycle where we monitor the status of the DTC.
608000	615000	And then we have the driving cycle.
615000	623000	The driving cycle is basically a monitoring cycle with an additional condition, which is
623000	625000	turning the engine on.
625000	626000	Okay.
626000	632000	So we will have the conditions that we already told, I already told you before, which is
632000	637000	monitoring a cycle plus engine on.
637000	645000	So you can understand that also the warmup cycle is still a cycle, but it contains more
645000	647000	than one condition or two conditions.
647000	650000	So it contains the condition of the monitoring cycle.
650000	652000	So K on to K off.
652000	655000	It contains the condition of the driving cycle.
655000	662000	So you have to turn on the engine, but there are also additional conditions.
662000	663000	Why I'm generic.
663000	668000	I'm generic because it depends on the kind of car you're working with.
668000	674000	For example, for the internal combustion engine, there could be specific conditions like to turn
674000	684000	the engine on and having a specific delta temperature in the refrigerant liquid of the, yeah.
684000	685000	Sorry.
685000	686000	Sorry.
686000	691000	The temperature of the water of the engine.
691000	697000	There must, there must be a delta temperature of 25, 22 or 22.5 degrees.
697000	701000	But actually I don't remember exactly, but it's written in the norm.
701000	702000	So, okay.
702000	705000	As I said to you before, you don't remember, no problem.
705000	706000	You just read the norm.
706000	708000	That's not a problem at all.
708000	713000	And this is for the internal combustion engine, but there are different conditions for the hybrid,
713000	720000	the hybrid propulsion systems, and even more different from the electric propulsion systems.
720000	723000	Like there is a condition on time.
723000	726000	You have to stay in Kayon for a specific amount of time.
726000	733000	You have to drive the car with the speed faster than 30 kilometers per hour for a specific amount of time.
733000	736000	So it's a more restrictive condition.
736000	742000	So while we move down here in this small scheme, we are just adding conditions.
742000	743000	Okay.
743000	749000	So starting from the monitoring cycle, which is the, let's say the easiest one to get, getting
749000	755000	to the warmup cycle where actually we have a more strict, let's say conditions.
755000	758000	And there is a specific reason for it.
758000	765000	So we will understand why do we have these three different scenarios and give you some details
765000	770000	about it.
770000	771000	Okay.
771000	776000	So, okay, it's right.
776000	781000	Please keep, while you watch this video, it might be helpful to have this scheme in front
781000	782000	and ahead of you.
782000	783000	Okay.
783000	788000	So it's easier to understand names, but they're real, real, very, very simple.
788000	794000	So let's try to do without the support of the scheme, but would be helpful for you to have it.
794000	799000	So let's start to read from right-hand side to the left side.
799000	800000	Okay.
800000	802000	Bit zero, test field.
802000	812000	So here we are in the hypothesis that the diagnostic trouble code in question, which is 01-22-92,
812000	818000	is monitored every, I don't know, 10, every 100 milliseconds.
818000	819000	Okay.
819000	825000	So this means that remembering everything that we have said in the past module, which is,
825000	834000	you know, all the definition of the diagnosis, the fact that the Diego must be able to retrieve signals, compare signals,
834000	839000	process signals in a specific amount of time with a specific cycle time, stuff like this.
839000	851000	Here we work in the hypothesis that every 10 milliseconds, sorry, 100 milliseconds, we will have a check on the status of DTC.
851000	852000	Nice.
852000	857000	This is very important for many reasons.
857000	871000	First of all, because according to the kind of electronic control unit you will work with, you will find that most of the DTCs are with a specific cycle time check.
871000	880000	So it means that every, I don't know, 10 milliseconds, 50 milliseconds, 100 milliseconds, the status of DTC is checked.
880000	889000	This is mostly true for powertrain electronic control unit because they manage critical components like the accelerator pedal,
889000	894000	like the water temperature, battery temperature, for example, and stuff like this.
894000	908000	But if we move to other electronic control units, like, I don't know, I don't know, headlights or the cluster or the LTM radio or whatever,
908000	915000	most of the time the check on the DTC is not cyclical but is on event.
915000	924000	So you must do something, for example, pressing a button to control the status of a specific DTC.
924000	925000	Okay.
925000	928000	Or to test that everything is okay for that DTC.
928000	934000	Here, for the sake of this explanation, we will say that the check is cyclical.
934000	941000	So every 100 milliseconds, there's going to be a check on the status of this DTC.
941000	950000	So let's consider that this DTC, the 0122.92, is an open load on, I don't know, a specific component.
950000	951000	Okay.
951000	955000	So basically, the fault is I have an open load.
955000	959000	So basically, I don't know, a wire that has been cut.
959000	967000	And whenever the load is open, so there is a missing pin or basically the wire is cut, then the fault is injected.
967000	970000	So I have actually an electrical problem.
970000	976000	So let's consider this example and let's go through these bits.
976000	981000	Bit 0 is the test fail.
981000	983000	It's called test fail.
983000	999000	So it says in a very clear way, also from the definition, that this bit will be 0 if the last test executed was okay.
999000	1007000	This means that I'm in the conditions to perform a check on the status of the DTC.
1007000	1015000	This check has been done, and the last time this check has been done, if it's 0, then it means that the test was okay.
1015000	1018000	So there were no problems encountered.
1018000	1027000	If there was, there is a problem, then, so the test fails, then this bit goes to 1.
1027000	1028000	Okay.
1028000	1034000	So please remember, this is the result of the last test executed.
1034000	1038000	Why I'm stressing out this concept?
1038000	1041000	Because there are two main things to be said about it.
1041000	1045000	First of all, there must be the conditions to perform a test.
1045000	1053000	So I'm saying, I'm putting myself in the easy example of 100 milliseconds cycle time.
1053000	1054000	Okay.
1054000	1059000	So in this case, I know that every 100 milliseconds, a test is going to happen.
1059000	1064000	In the hypothesis that this is the only thing that we need, just the elapsing of time.
1064000	1070000	It's not like this, because to perform a test, the electronic control unit must be supplied.
1070000	1075000	The software should support the check of the retrieving of these signals.
1075000	1078000	The hardware has to be able to perform this kind of test.
1078000	1082000	So there are also other preconditions, which now I'm not mentioning.
1082000	1089000	For now, let's just consider that the only condition that we need is that we need 100 milliseconds to elapse,
1089000	1096000	so that the echo has all the time to perform the checks related to this error.
1096000	1097000	Okay.
1097000	1100000	In this case, we already have all the preconditions.
1100000	1110000	But in the example of, as I was mentioning before, specific, let's say, minor electronic control units that do not have this kind of logic,
1110000	1118000	but I have a logic on event, so I have to do something, the test will be executed every time, for example, I push a button.
1118000	1127000	Because the only way to check if the circuit behind the button is working or not is by pressing the button, trying to actuate it, basically.
1127000	1136000	So in that case, I will not have a test every 100 milliseconds, but I will have a test every time I push the button.
1136000	1137000	Okay.
1137000	1138000	So this is very different.
1138000	1145000	So keep in mind that here we are in the hypothesis of a cycle time on the status of the DTC check.
1145000	1146000	Okay.
1146000	1148000	Every 100 milliseconds, a check happens, no other word.
1148000	1149000	Okay.
1149000	1153000	It's not that easy, but for the sake of the explanation, yeah, now it's that easy.
1153000	1154000	Okay.
1154000	1165000	This means that if we have a, let's say, a check every 100 milliseconds, let's say that here, here,
1165000	1167000	the monitoring cycle starts.
1167000	1168000	Okay.
1168000	1172000	So here we have an event of KON.
1172000	1173000	Okay.
1173000	1179000	So once we have the KON, we are starting a monitoring cycle.
1179000	1180000	Okay.
1180000	1196000	This means that, okay, now I'll stretch a bit timeline, but let's consider that here, oops, sorry, here, 100 milliseconds are elapsed.
1196000	1197000	Okay.
1197000	1200000	So this is, this is 100 milliseconds.
1200000	1201000	Okay.
1201000	1202000	Okay.
1202000	1207000	Let's use the text box 100, oops, 100 milliseconds.
1207000	1208000	Okay.
1208000	1209000	Great.
1209000	1225000	Considering that this is 100 milliseconds, then as I was saying, I will stretch the timeline because
1225000	1234000	I need this specific scheme for, to explain the bit six, but anyway, it means that here,
1234000	1239000	after 100 milliseconds, I will have the first test executed.
1239000	1247000	So if here, after 100 milliseconds, the test fails, then this bit goes to one.
1247000	1250000	If the test is okay, the bit stays to zero.
1250000	1256000	But I, I said before that this is the, the, the result of the last test executed.
1256000	1261000	So it means that after 100 milliseconds, I have an update and it updates to zero to one,
1261000	1267000	according to, if you have or not the error, but then there will be one other 100 milliseconds.
1267000	1272000	Then another 100 milliseconds, 100, 100, 100, 100, and so on.
1272000	1276000	This means that every time, every time, guys, please remember this.
1276000	1284000	Every time I have 100 milliseconds elapse, I have an update here, here, here, here, here,
1284000	1286000	here, here, here, here, and here.
1286000	1287000	Okay.
1287000	1293000	So every time I, if the condition is just that the check is done every 100 milliseconds, then
1293000	1297000	every 100 milliseconds, I will have an update of this bit.
1297000	1302000	So if we consider that here, the error is present, here, this will be one.
1302000	1304000	Maybe here, I still have the problem.
1304000	1306000	It's one, one, one.
1306000	1308000	Then the error disappears.
1308000	1313000	So I will have zero, zero, zero, zero, zero, zero, for example.
1313000	1314000	Okay.
1314000	1319000	So please remember, this is the result of the last test executed.
1319000	1330000	So if I execute test every 100 milliseconds, it means that that bit is updated every 100 milliseconds.
1330000	1335000	Guys, this is very important because when you will work with the diagnostic tools or simply,
1335000	1340000	you will look for the logs in Chem, most of the time, you will see a static value.
1340000	1341000	Okay.
1341000	1342000	For example, 8f.
1342000	1345000	So for you, it will mean that that bit is always to one.
1345000	1350000	Then we see why I'm saying that with 8f, the bit zero is one.
1350000	1353000	You will see always as it doesn't one.
1353000	1360000	But in reality, if you, in the low level, let's say from the hardware point of view,
1360000	1366000	and also from the software point of view, that bit is always updated every 100 milliseconds in this case.
1366000	1367000	Okay.
1367000	1374000	Even if you see that it's a stacked one, it's not stacked one, because that is updated at every test that is executed.
1374000	1378000	In this case, the test is executed every 100 milliseconds.
1378000	1382000	It means every 100 milliseconds, we will have the update of the bit zero.
1382000	1383000	Okay.
1383000	1384000	Nice.
1384000	1391000	So now let's consider that we have this bit two one, for example.
1391000	1392000	Okay.
1392000	1393000	Because the test is failing.
1393000	1394000	Okay.
1394000	1397000	Let's consider the last time we have the test here fails.
1397000	1398000	Okay.
1398000	1399000	So the test fails here.
1399000	1400000	And then this one.
1400000	1401000	Great.
1401000	1407000	Bit one test failed this monitoring cycle.
1407000	1414000	So now we start to use this idea, the idea of the monitoring cycle from K on to K off.
1414000	1422000	The bit one, yeah, let's see the logic behind the bit one being zero or one.
1422000	1435000	So if at least one test is executed and that test fails in that monitoring cycle, so from a K on to a K off,
1435000	1437000	that bit will go to one.
1437000	1444000	So if I have at least one test failed in this monitoring cycle, then this bit will go to one.
1444000	1452000	If I have no error test failed in this monitoring cycle, then that bit goes to zero.
1452000	1453000	Okay.
1453000	1461000	So in this case, if we consider here that we have had a K on event, and then where there is this green bar,
1461000	1467000	we have a K off event, and then a K on to start a new monitoring cycle.
1467000	1473000	Here we have a monitoring cycle, you know, because we have had a K on and we have had a K off.
1473000	1476000	So this is a monitoring cycle.
1476000	1484000	According to the definition that I gave you, and according to the definition that UDS gives you,
1484000	1490000	as we see here, we have plenty of tests failed here.
1490000	1495000	So even with one test failed, so let's consider that everything here is okay,
1495000	1506000	but we have this first error, this first check failing, then we will have one test executed,
1506000	1512000	at least one test executed failed, so this means that we will, the bit one will go to one,
1512000	1518000	because we will, we would have one test failed in this monitoring cycle.
1518000	1519000	Okay.
1519000	1524000	So once you have a test failed, that bit goes to one and stays to one,
1524000	1530000	because we already have one test failed in this monitoring cycle, so it stays to one,
1530000	1538000	and that bit is not updated anymore until we move to the next monitoring cycle.
1538000	1539000	Okay.
1539000	1548000	So once I have the error here, it means that the bit one goes to one and stays to one until the end of the monitoring cycle.
1548000	1549000	Okay.
1549000	1553000	So it's not updated like the bit zero every 100 milliseconds.
1553000	1558000	No, once I have at least one test failed in this monitoring cycle,
1558000	1561000	then the bit goes to one and stays to one.
1561000	1562000	Okay.
1562000	1568000	Guys, please remember, it's extremely important to remember,
1568000	1574000	that it's not enough just to do K-ON and K-OFF to perform a monitoring cycle.
1574000	1579000	The monitoring cycle expects also a test to be executed.
1579000	1580000	Okay.
1580000	1586000	So if you are in this case, okay, you have a test every 100 milliseconds,
1586000	1592000	so you make sure that at least 100 milliseconds elapsed so that you know that the test has been executed,
1592000	1593000	and we are okay.
1593000	1597000	So we can know if a test is failed or is passed.
1597000	1605000	But if I'm in the case of a DTC that requires an action, and I do not perform the action,
1605000	1612000	so I do not press a button, for example, it means that in that monitoring cycle, I'm not performing a test.
1612000	1616000	So for the purpose of the status of DTC and everything we are going to see,
1616000	1622000	that monitoring cycle does not count because we don't know if the test failed or the test passed
1622000	1624000	because we didn't perform the test.
1624000	1625000	Okay.
1625000	1630000	Please be very careful on all the conditions needed to perform the test.
1630000	1637000	In this case, we are considering as an hypothesis that the only condition is that the echo takes 100 milliseconds
1637000	1640000	to perform these tests, and that's it.
1640000	1646000	But there might be further conditions to make the DTC check happening.
1646000	1647000	Okay.
1647000	1651000	So please always keep in mind.
1651000	1655000	Bit 2 should be the pending DTC, if I will remember.
1655000	1657000	Yes, pending DTC.
1657000	1665000	The pending DTC is the same as the bit 1, but bit 1 considers just one monitoring cycle.
1665000	1668000	The bit 2 considers two monitoring cycles.
1668000	1669000	Okay.
1669000	1685000	So the bit 2 says, goes to 1 if we have at least one test failed in this monitoring cycle or in the previous monitoring cycle.
1685000	1686000	Okay.
1686000	1698000	So let's say we are here, the bit 2 checks that we have, if we have a test executed and failed here or here.
1698000	1699000	Okay.
1699000	1704000	So if we have an error in this monitoring cycle or in the previous monitoring cycle, like in this case,
1704000	1707000	because as we have seen here, it is the demonstration.
1707000	1711000	In the first monitoring cycle, we have plenty of tests failed.
1711000	1713000	This bit goes to 1.
1713000	1723000	So it's the same thing of the bit 1, but considers not just one monitoring cycle, but considers two monitoring cycles.
1723000	1725000	So I hope this is clear.
1725000	1734000	Of course, I suggest you to listen to this topic many times if you need to control the norm, everything.
1734000	1735000	Okay.
1735000	1747000	So now in the example that I'm doing, I'm considering that the final status that we will get is ATEF.
1747000	1751000	Then I will explain what is that, but let's move step by step.
1751000	1762000	So we have, we have called the test failed, which is the, a bit that gives me the result of the last test executed.
1762000	1770000	So in this case, every test is executed every 100 milliseconds.
1770000	1774000	It means that that bit is updated every 100 milliseconds.
1774000	1778000	Then we have the bit 1, test failed this monitoring cycle.
1778000	1792000	It means that if a test is failed, at least one test failed in this monitoring cycle, then this bit goes to 1.
1792000	1795000	Bit 2 pending DTC is the same.
1795000	1812000	So if we have two, if we have at least one test executed and failed in this monitoring cycle or in the previous monitoring cycle, then this bit goes to 1.
1812000	1813000	Okay.
1813000	1815000	Now we're ready to move to the bit 3.
1815000	1817000	The bit 3 is a stored DTC.
1817000	1829000	So this is easy because this bit goes to 1 if the error code, so the diagnostic trouble code, is saved inside the electronic control unit physical memory.
1829000	1830000	Okay.
1830000	1836000	So if the error is saved inside the electronic control unit memory, then this bit is 1.
1836000	1837000	Okay.
1837000	1847000	In this case, we are considering that we are having problems and as soon as a test, let's say, as soon as a test fails or, yeah.
1847000	1848000	Yeah.
1848000	1849000	Yeah.
1849000	1850000	Yeah.
1850000	1851000	Let's see.
1851000	1861000	Every time, if the, at least one error, the one test fails, then the error is stored inside the electronic control unit and the bit 3 will go to 1.
1861000	1862000	Okay.
1862000	1867000	Now, okay, so let's move on.
1867000	1876000	Bit 4 and bit 5, they are not used in most of the applications, specifically for the EMEA market.
1876000	1879000	So European, African, and stuff like this.
1879000	1882000	So this bit, quite likely you will see them as a stock.
1882000	1883000	Okay.
1883000	1893000	So they could be both 0, 0, 0, or they could be 1, 1, 1, 0, or 0, 1.
1893000	1894000	Okay.
1894000	1895000	Whatever.
1895000	1896000	Most of the time they are stuck.
1896000	1897000	Why?
1897000	1905000	Because they refer to a specific maneuver of clearing their memory using the error code.
1905000	1908000	Or memory using a specific service feature.
1908000	1912000	But this is not used in the EMEA market.
1912000	1917000	So most of the time you will see this bit stuck to 0.
1917000	1924000	Since this is not a rule, I mean, these are two bits that are expected in the status of the DTC.
1924000	1937000	When you start working on a specific activity, in case you were working with diagnosis or whenever you face the diagnosis, make sure to ask what is the behavior of bit 4 and bit 5.
1937000	1941000	Ask the question, are these bits used or not?
1941000	1943000	If not, which is the value they are stuck to?
1943000	1948000	Because in my experience, they have always been 0, 0.
1948000	1956000	But I have also seen 1, 1 or 1, 0, 0, 1, all kinds of combinations, really.
1956000	1966000	So whenever you start, just ask if these bits are used and if they are not used, then which is the value they are stuck to?
1966000	1975000	Of course, in case you need the behavior of bit 4 and bit 5, everything is explained in the norm and also in the slides.
1975000	1977000	So you will have support about it.
1977000	1982000	But for now, let's consider the easiest example where these bits are not used.
1982000	1985000	So we will pretend they are stuck to 0, okay?
1985000	1988000	So we consider that they are both 0 here.
1988000	1994000	So these other combinations can be erased.
1994000	2004000	Bit 6, okay, now we arrive at the situation where I needed this timeline bit stretched.
2004000	2010000	So let's consider the example of, you know, let's go back to the bit 0.
2010000	2019000	We have said that the bit 0 is updated with the last test executed on this DTC.
2019000	2023000	And that to perform a test, we need at least 100 milliseconds.
2023000	2026000	So every 100 milliseconds, a test is executed.
2026000	2032000	Okay, so we have a clear idea of what happens from here on, okay?
2032000	2035000	Because we have here 100 milliseconds.
2035000	2037000	We have the result of the first test.
2037000	2039000	We know that this has failed.
2039000	2048000	And then we put this bit for specifically at this time to 1.
2048000	2049000	Okay, great.
2049000	2051000	But what happens here?
2051000	2060000	We didn't see anything of what happens between the KON to the execution of the first test.
2060000	2066000	Here, in this 100 milliseconds, basically the electronic control unit is retrieving the signals,
2066000	2071000	is comparing them, is processing them, is trying to understand if the problem is present or not.
2071000	2074000	So, how can we understand it?
2074000	2085000	So, the only way we have to understand that a test is in execution is using the bit 6.
2085000	2091000	Bit 6 is called test not completed this monitoring cycle.
2091000	2095000	All right, so once again, the name is quite self-explanatory, okay?
2095000	2101000	So, now I will pretend that we are in these 100 milliseconds.
2101000	2108000	So, while I'm in these 100 milliseconds, it means that I'm still waiting for the first test to be executed.
2108000	2118000	So, I don't have the information about the bit 0 because I don't know the result of the last test executed in this monitoring cycle, okay?
2118000	2124000	So, the bit 0 will stay to the value of the last test executed.
2124000	2128000	That probably was, you know, before this KON, okay?
2128000	2131000	In another monitoring cycle that we do not see here, okay?
2131000	2136000	So, if the test was okay, then the bit 0 is 0.
2136000	2139000	If the test failed, then it was 1, okay?
2139000	2141000	As clear, as simple as that.
2141000	2150000	But we don't have the information, for example, on bit 1 because I don't know if an error is present or not in this monitoring cycle
2150000	2154000	because in this monitoring cycle, I have no test executed, okay?
2154000	2164000	So, in case I request the status of the DTC or simply I'm just reading the KON while I'm performing the KON
2164000	2174000	and after I've performed the KON and I'm in these 100 milliseconds, the bit 6 will stay to 1 for this full period.
2174000	2181000	Because in this full period, I have not test, not completed this monitoring cycle.
2181000	2184000	It means I don't know what is the status.
2184000	2187000	I'm still performing a test.
2187000	2190000	I'm still performing the first test.
2190000	2196000	So, until the first test is executed in this monitoring cycle, this bit will go to 1.
2196000	2203000	It means that the bit 6 here, the bit 6 is 1 for these 100 milliseconds.
2203000	2210000	As soon as the first test is executed, the bit 6 goes to 0 because one test has been executed.
2210000	2215000	Then, if it's okay, then it means that bit 0 will go to 0.
2215000	2220000	If it's not okay, the bit 0 will go to 1.
2220000	2223000	And according to these values, the bit 1 will evolve as well.
2223000	2224000	The bit 2 will evolve as well.
2224000	2226000	The bit 3 will evolve as well.
2226000	2227000	And stuff like this.
2227000	2232000	So, it is very important to understand that in this first moment from the KON
2232000	2238000	where we start the monitoring cycle and we don't have at least one test executed,
2238000	2242000	the bit 6 will stay to 1 because it will tell the user,
2242000	2246000	okay, look, I'm performing the test, but I'm not done yet.
2246000	2248000	I'm still performing the first test.
2248000	2253000	So, I don't have a clear picture of this monitoring cycle what is happening.
2253000	2257000	Right after the 100 milliseconds, in this case, we will have a first test
2257000	2260000	and the bit 6 will go to 0.
2260000	2261000	Okay.
2261000	2267000	So, basically, the bit 6 just will tell us if at least one test has been executed
2267000	2268000	in this monitoring cycle.
2268000	2272000	And if one test has been executed in this monitoring cycle,
2272000	2277000	then the bit 6 is 0 because it means, okay, we already have done one test
2277000	2279000	and we are done.
2279000	2284000	But if we are in this first 100 milliseconds where we have no tests executed,
2284000	2288000	then the bit 6 will stay to 1 until we execute the first test.
2288000	2292000	But for what we are saying now, this can be considered as 0.
2292000	2302000	bit 7 is the easiest one because the bit 7 goes to 1 in case there is the need of a lamp.
2302000	2303000	Okay.
2303000	2304000	Okay.
2304000	2313000	So, if we need to turn on a warning indicator, a malfunctioning indicator lamp, the meal lamp,
2313000	2318000	for example, the bit 7 will go to 1.
2318000	2324000	It means the echo is requesting to turn on a lamp.
2324000	2325000	Okay.
2325000	2328000	Malfunctioning indication lamp.
2328000	2329000	Be careful.
2329000	2340000	This is a request done, for example, by the powertrain electronic control unit to the electronic control unit that actually manages the lamps.
2340000	2349000	For example, if we are having a problem on the accelerator pedal, it's not the powertrain electronic control unit that manages directly the lamp.
2349000	2350000	Okay.
2350000	2354000	The lamp will be managed by the APC, the cluster.
2354000	2361000	So, this 7 bit that goes to 1 is just a request to turn on a lamp.
2361000	2368000	And then another echo will receive this information over can and will turn on the lamp.
2368000	2375000	So, now we have a full picture of a potential example of a status of DTC.
2375000	2379000	But here I see just a string of bits.
2379000	2383000	Values of 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1.
2383000	2384000	Okay.
2384000	2387000	So, how do we get to this 8th half?
2387000	2392000	So, this is a very easy operation of translation, basically.
2392000	2404000	So, we start from the assumption that you can find everywhere on internet that we have this kind of association between physical values and hexadecimal values.
2404000	2416000	So, if we, 1 in a physical value is 1 in hexadecimal, 2 is 2, 3 is 3.
2416000	2419000	Well, format is completely messed up here.
2419000	2421000	So, yeah.
2421000	2425000	Let's make things a bit better.
2425000	2426000	Let's take here.
2426000	2452000	We're gonna create 4, equal 4, 5, equal 5, 6, equal 6, 7, equal 7, 8, equal 8, 9, equal 9, 10, equal A, 11, equal B, 12, equal C, 13, equal A, 11, equal B, 12, equal C, 13, equal A.
2452000	2464000	13 equal D, 14 equal E, 15 equal F.
