start	end	text
171120	171820	To reduce.
172180	173100	To reduce the impact.
173100	173200	Well.
174100	174780	Well.
175340	175600	Well.
176160	177480	In the air.
178160	178760	In cities.
179360	179820	In cities.
180040	182480	Our big effort today
182480	190160	in automotive world is to reduce the emission in the places where the high concentration
190160	196560	of people is higher. For this, the strategies that we are following in automotive world today
196560	204640	are hybrid vehicles with electrical motors plus totally electric vehicles. Today there is also
204640	211520	another good technology that is starting, that is the hydrogen. We talked a little bit in this
211520	222640	lesson also with hydrogen. About this, we start about a follow-up of all types of hybrid vehicles.
222640	233440	Now, sharing my screen, I see also the slides forever a follow-up and in these slides we talk
233440	241360	about different types of strategies. First thing that I won't talk with you,
242240	251440	doesn't exist only one type of a hybrid vehicles. Hybrid vehicles are followed in a different way.
251440	258800	In this slide, it's more clear that exists conventional engine, it's gasoline or diesel,
258800	267760	bigger emission, most well zero electrical power. After this, it's developed an hybrid,
267760	274800	and for hybrid we have different technologies that we check after. But we need to imagine that the
274800	282480	fish hybrid is an hybrid that uses cinematic energy for the charge of their batteries. For this, we call
282480	292400	hybrid, which is hybrid, which is the effort of these, we deduct the mission. But the complexity of the driver is a little bit higher.
293600	303200	Second step, plug-in. Why I cannot charge from external point of view the battery? I put the plug-in. Plug-in is only the charging.
303920	311280	With this, I have a battery that is bigger than the previous battery, which is the trade-off.
312800	315920	Complexity increases, cost increases,
315920	328640	and also the emission goes down, but also there is another new problem. Battery, that is increasing.
328640	336720	Increasing. About this strategy, in parallel, when we have developed electric vehicles, in parallel,
336720	343280	started also the developing of electrical cars, total electrical cars, which is the trade-off for
343280	350480	the electric. Electrical cars, of course, have not an engine, a conventional engine. This means good enough
350480	357760	for the emission, which is the trade-off. Today, we have two bigger problems with the electrical cars,
357760	366400	battery that has more weight, and for this, the cost is higher, and after, the second problem,
366400	374400	less range. If we solve these two problems, today we are not talking about other types of technologies,
374400	381840	because there is one technology with one technology. Today, the beautiful thing, the really beautiful
381840	390720	thing in automotive world is that we are not the global solution. This means that our job is needed,
390720	397920	more needed, because there are a lot of technologies that are developing, a lot of interaction, a lot of
397920	405200	things that are changing. This means a lot of work for us, and a lot of work also to think the definitive
405200	414960	solution. For this, we have a lot of technologies, because we are not the global solution. If you remember,
414960	423840	in the previous years, we know that all diesel vehicles are done in only one way, with our common sale
423840	430320	and injection. Today, we have not the solution of common sale. We are thinking which is the global
430320	436800	solution for automotive world, and we are checking in our technologies, growing the technology factory,
437440	445840	and also check that we need to be, and it's a must, it's not nice to have, it's a must, that we need to be
445840	455920	green. It's not possible that the automotive world is not green today, because this kills ourselves. This is the aim of
455920	465200	automotive world, and this aim needs to be reached as soon as possible. Talking about all strategies, we start,
465200	477280	no, I won't start before, with a global point of view of all types of hybrids. This type of hybrid, and here in the picture,
477280	487360	there is a 500 hybrid, is the micro hybrid. Micro hybrid, it's a technology that is quite cheaper. Why?
488000	494800	Because it's only, do you know which is a smart alternator? The alternator of the car, the first
494800	501920	starting of the motor. You need to imagine that the micro hybrid cars are the only cars that have a smart
501920	510560	alternator more bigger than the normal one, and there is a battery of 12 volt, only 12 volt, to achieve
511200	518800	the first input, because remember all times that the more critical points in the car are when you are
518800	527200	starting the motor, because you are not possibly to reach the stoichiometric ratio, and when you have a
527200	535200	gear change, a gear shift. These are the two most important points for emission, because are the points
535200	541760	that you have a bigger emission possible. Micro hybrid has figured, okay, I have the car in this moment,
541760	548880	and then the shifting moment. I put an alternator that is bigger, and they put another battery,
548880	560720	another 12 volt battery, that is needed only in the spaces. This car is not, is not able to drive in
560720	567120	electric. Totally not capable. It's not possible that a micro hybrid car that goes in electric.
567840	576080	It's only 12, because when you start, you don't start with the 400 and after you put the engine on,
576080	585600	but you start, you arrive to 1000 rpm. After the 1000 rpm, you put on the engine, the combustion engine.
585600	592400	In this way, you have not the problem of not stoichiometric behavior. Okay? And in this way,
592400	601200	you have a little bit of reduction of emission. In this phase, and in the changing, because in the
601200	608720	changing, you need to imagine that the fpm of the mart engine has a cost field, because it goes down,
608720	615840	and after it goes up. If I remain in this phase with the ranging constant, this means that I'm not this,
615840	624320	and the motor doesn't have a spike in the, in the calculation of combustion. This way, it's constant,
624320	635040	and I less, I don't put, I put less emission. Yeah? After this technology, sorry, there are questions?
635040	641920	Yeah, just one question for this micro hybrid. Uh, here it said, like, the alternator is connected to
641920	651040	another battery. So the power of alternator is the same, just 12 volts? Like, uh, uh, it said that the
651040	657920	electrical motor is connected on a belt slip, but the alternator is the same, yeah? We have one
657920	665760	alternator. About this new type of alternator. This means that you remove the classical alternator
665760	671600	of your car. Okay. You put a bigger one alternator that is able to reach also high gas speed.
672800	679360	Okay. Bigger alternator in which sense? It's more voltage, like 24 or still 12? No, no, no. It
679360	688480	remains 12, but it's more, uh, effort and more power to speed up the, uh, uh, the engine. This means
688480	696560	that you remain of 12 volts, but it's more robust and you can use this not only for a little time in
696560	705600	the starting as the actual alternator, but you can use for a greater time because here's a battery that
705600	712800	it's used only for alternator. It's not similar to your battery that it's used also for lighting for
712800	721440	the other types. This battery is the totally dedicated only to alternators. Okay. I understand.
721440	729120	Thank you. You have a two battery in the car when you have an hybrid car. After this, we talked not
729120	740560	about bad vehicles, but we talked, give me one second, about a technology that is called mild hybrid
740560	749600	electrical vehicles. Mild hybrid electrical vehicles are vehicles that has an electrical motor,
749600	756320	direct electrical motor, in one of the points where the electrical motor can be put, after we explain
756320	763760	better, which are the points. But you need to imagine that these cars are mild hybrid, because
763760	777760	ARN has a new battery that is a 48 volt battery. And in this type of vehicles, this electrical motor usually
777760	786160	is put in or directly in the gear shift. In this way, it helps a lot the gear shift, not only
786160	801440	for a little time, only for a little time, to go totally electric. We are talking about one, two, three
801440	812160	kilometers maximum, not more. And we're talking for a speed that is usually less speed, 10, 20,
812160	822160	15, 15, max, 30 maximum kilometers per hour. Why this? Because the real scope of this car is to help during.
823040	830160	How I can help? I can help with an electrical motor that actually is a stronger electrical motor.
830160	836960	And this electrical motor, and this electrical motor gives a real support, not only with the smart
836960	845680	alternator that we have spoken, but also plus a motor that is internally, the gear shift, for example,
845680	854160	that helps in the shifting totally. This means that when I shift, the engine remains to a certain speed,
854800	863440	but I can change a lot of gears without any problems. I can change the structure. One of these cards is,
863440	873040	in the picture, there is only Q3 mild hybrid, but actually this type of solution is followed by all
873040	881360	per makers. For Stellantis side. For Stellantis side, for example, there is Zergid that is not only plug-in,
881360	887680	but also mild hybrid. And you can find this solution in market, in the car market,
888880	900320	for more companies. This technology has an effort of production that has 48 volt battery,
900320	909920	plus, plus, plus an electrical motor, totally. In this way, you need to think that my
909920	919600	die grid is more expensive than metal. Of course. It's, of course, more expensive.
919600	929920	Now, I want to talk with you about the technology. Think about this technology as the grandmother of all
931200	938080	hybrid vehicles today. I want to report all times this date, because it's most important for me this date.
938080	950400	In 1997, the first commercial car hybrid was in the market. In 1997, when the automotive world is
950400	960000	developing the diesel vehicles in the same years. The first car developed in the hybrid world is by
960000	974240	Toyota and is the Toyota Prius, the classical car of the driver. The taxi, sorry.
975920	984400	This car has a full hybrid vehicle. This means that there's a bigger battery,
984400	991520	battery, more or less, which is how we have the bandwidth of the battery. We need to think that
991520	1000400	this car is charged by street, by cinematic energy that you follow from the street, and you
1000400	1007520	accumulate internally. This means that it's a similar effect of dynamo. I don't know if you know which
1007520	1017760	is dynamo. It's a sort of energy that you follow from cinematic energy. This means that you are braking.
1017760	1025920	You don't need to brake. You need only to follow the slope, and the car breaks with the electrical
1025920	1033680	motor that goes in opposite way. Because, you know, the electrical motor can work when you put energy,
1033680	1044320	but it can work also if you put an electrical motor and start to rotate. If you start to rotate,
1044320	1052560	you accumulate energy and the opposite. In this way, this is the developing, which is the control. You
1052560	1061520	cannot charge this car from external point of view. This means that you are limited. And which is the
1061520	1071280	other control? You need to think about two important topics when you show which battery you want.
1072080	1081440	First, how many energy I can put in my car during a normal driving cycle in a city. Second, if I put a
1081440	1089440	battery bigger, my weight is bigger. But if the weight is bigger, my battery needs to be stronger.
1090400	1099040	because I finish my energy before. Because more weight I need to drive, more the confirmation
1099040	1110080	I have. The trade-off is this. Usually, the full electric, full hybrid electrical vehicle has a battery package
1110080	1125040	that it's more or less six gigawatt. This type of car can go totally in electric for the 70-20
1125040	1136880	kilometers. Depends from the type of car. But they can reach also all speed that we want. Usually,
1136880	1142960	Toyota has a stronger limitation when he has developed the fixed time of this car. But it's an electronic
1142960	1150800	limitation. Toyota has shown that today the full electric cars can reach only 50 kilometers hour
1151440	1157600	only for the trade-off of the battery. Because if you reach 50 kilometers hours, remember that you
1157600	1166880	discharge the battery less than when you reach a bigger speed. Remember a lot of times that electrical
1166880	1174400	vehicles, usually electrical vehicles, have no problems when the engine vehicles have problems.
1174400	1184320	This means that in the city, it's the good enough environment for the hybrid electric. But highways,
1184320	1192000	it's the nightmare of this car. Because in the highways, you are not possible to charge the battery,
1192880	1201280	usually. Because you don't brake, you don't have strange behaviors, and you have only a weight that is
1201280	1208240	increasing. Because the more rain you have, the more increase your weight, your perception of weight.
1208240	1217760	This means that an electrical vehicle can go better in cities, worse than in highways. For this,
1217760	1222720	it's better to develop electric and driving cars that are good enough in cities.
1224480	1229280	Okay? After this, ah, other most important information,
1230160	1238400	full hybrid vehicles actually are vehicles that are moving from the market. Why?
1239280	1247360	Because this is the substitution. Plugging vehicles. Today, which is the big difference between
1247360	1256880	a full electric vehicle and a plug-in. Only that the plug-in, we can charge, we put it in a wall.
1256880	1260320	Sorry? You can charge it from a wall.
1261200	1268960	Yeah, of course. You have all the functionality of a full hybrid vehicle. Remember all times,
1268960	1276560	and I want all times to remember also to you, that sometimes the car seller,
1277760	1287040	gives for the cell a full hybrid, gives that the full hybrid can be charged by the street.
1287040	1293840	The plug-in can be charged only from the charger. It's not true. The plug-in vehicle can be charged with
1293840	1302480	the street, plus the charger. It's an upgrade, for these are more expensive than full hybrid vehicles.
1302480	1313040	Okay? In this example, I want to report the two fixed Stellantis vehicles that are plug-in hybrid,
1313040	1320560	that are Jeep Compass and Jeep Renegade. In this case, are 4XC vehicles. After we go in detail,
1320560	1328560	but I won't start with the panoramic of all type of vehicles. Another technology that today is
1328560	1338160	developing a lot on hybrid world is the Re-Heave vehicles. Re-Heave is range extended
1338160	1344480	electrical vehicles. It's another type of hybrid, but it's a quite particular type of hybrid, because
1344480	1350720	in the previous phases, we have talked about an hybrid that has two motors that collaborate for
1350720	1360560	driving. In the Re-Heave vehicle, the engine, the internal combustion engine, is only, only for
1360560	1371840	charged battery. It's not a driving scope. Which is the advantage of this? You can use the acting-stone
1373440	1382800	cycle that is more efficient, less power, and you can use a motor in its optimal range.
1382800	1393200	This technology is a total electric car with less battery that is charged with the ICE motor. The first
1393200	1404640	example of this car is a BMW E8. It is a supercar that it's a good enough type of Re-Heave. Actually,
1404640	1412640	another technology that we are developing for the Re-Heave vehicle is the hydrogen. Hydrogen cars,
1413360	1423520	are only electrical cars, where the ICE is changed with a full cell combustion.
1424160	1432480	Full cell is only a part where you put air, you put water, with a reaction, you have an energy.
1433600	1439520	This means that when we talk about hydrogen, only in a case that is Mazda case,
1439520	1448960	in the onloaded cases, we are talking about a Re-Heave vehicle, where the ICE is substituted with a full cell.
1451120	1454000	And for this, the main zero emission.
1454000	1461360	I like a lot of the Re-Heave vehicles because I think that it's the future, but it's my personal opinion.
1462560	1466720	After this, we talk about BEV.
1466720	1475440	BEV is battery-electrical vehicles, not total electric vehicles. In this case,
1476400	1482560	for the technology point of view, the BEV, battery-electrical vehicles,
1482560	1491280	vehicles are simpler and easier than the hybrid vehicles because you have not a lot of interruption.
1491280	1494720	You have an electrical motor, a battery, and stop.
1495680	1502960	Why are they so much expensive? Because the battery has the bigger cost in an electrical vehicle.
1502960	1508080	This means that electrical vehicles today have the trade-off of the battery.
1508720	1515280	If we are able to develop a technology where the battery is not lithium, is not more dangerous, has
1516240	1523760	few advantages that today, maybe today we are not talking about hybrid, in my point of view.
1524800	1530160	But today we talk about hybrid because the battery is a bigger limitation.
1530720	1539120	We cannot find only this solution of battery-electrical vehicles and we cannot find a solution where
1539680	1547840	all cars are electric. Also because just think that today the market is following
1547840	1554640	electrical vehicles also for bigger cars. I'm seeing, for example, for Audi. Audi has
1554640	1565280	developed the e-tron sportback that is a car really bigger and has a car with 120 kilowatt battery.
1565280	1573840	But just think that 120 kilowatt battery for charging a battery of 120 without wallet, because wallet
1573840	1582480	costs a lot for us, you need to lost one and a half day to your home to the car charging.
1582480	1589040	It cannot be possible today to have this type of car for the long range.
1589760	1598480	You can think a solution similar to the Lantz with 500D, in my opinion, my personal opinion,
1598480	1605760	is a car that is really a good car for electric vehicles because it's a city car, good enough,
1605760	1613680	beautiful, beautiful also to see, and it's completely allocated in the world where the electrical
1613680	1624160	cars need to borne. City. You use the 500D only in the city. It's a good behavior, this. Anyway,
1624880	1631920	we are not a car market today. We are a consultant and we are engineering people. We need to think
1632720	1640000	with ourselves, but we need to adapt ourselves to the market. These are my opinion. After this,
1640000	1649920	we start now to talk about this beautiful slide. In this slide, now we go in detail because this slide
1649920	1658400	can be applied with all technologies that we have talked about. You see that here there is a schematic of
1658400	1666880	a car and there are some positions that are called the P plus another. The mental of times that P is
1666880	1677200	position of electrical motor that they expect to. Okay? It's not a plug. It's position of electrical motor.
1677200	1686800	Starting from this, we detail step by step all positions that are in this slide.
1686800	1696080	First position, P0. The position P0 is on the best slip, but not internally of the motor. When we talk
1696080	1703360	with a car that has only, all these motors are not all in the same vehicles, but there are positions,
1703360	1713120	and we show which position we want to use. If we have only P0 and ICE engine, the normal engine,
1713120	1724800	we're talking about a micro hybrid. If we have P1 motor, P1 can be in two different points of the motor.
1725360	1733600	Forward, forward, and it's called the P1F, levels that it's called the P1L that you can see in the slide
1733600	1743520	before. Remember that P1F is on the best slip, but differently to the position P0, it's globally integrated
1743520	1757360	in the in the in the engine. It's near, it's not in a best slip, but in the best slip. The P1L is in the position
1757360	1767680	at the end of the motor before the transmission. After this, these are the position P1F and P1L. The number of
1767680	1777760	times that if we all need to develop a car, usually all the P1F or the P1L for all types of hybrid,
1779120	1787360	not micro but the other hybrid, are the all times followed by one of these two models, or P1F or P1L.
1788000	1792960	It's all times present because P1L, for example, helps a lot during the
1792960	1803200	the strategy of starting to change the shift. And for this, it's a model most important. Also because
1803200	1810400	with the P1L for all the P1L, you are able to follow and to charge the vehicle better because you are
1810400	1818240	strictly near the engine combustion. After this position, we go in the transmission. In transmission,
1818240	1827440	before the transmission, we can have a P2 motor. Remember, P2 motor is a motor that is up at the
1827440	1835760	transmission. It's not internally the gear shift. Okay, this means that if we want, this is the first
1835760	1846480	motor that can drive autonomously the car. Why? You see that there is a black block here. This is
1848240	1865600	a friction. I don't remember the name. A clutch, sorry. There is a clutch that opens the connection
1865600	1874880	between the engine and the wheels. And then you can drive only with the P2. This means that the P2 motor
1874880	1884880	can be used for the full hybrid plug-in hybrid because you are able to go directly, totally in electric.
1884880	1896000	Why? Because you decouple with the clutch the engine. The engine remains with the stoppad and you can work with the P2.
1896000	1905040	other position. Another position, most important, is that it's called the PS in slide.
1906080	1916320	PS is the center. It's internally to the gear shift. In reality, this position is also called the P2.5.
1916320	1926400	P2.5. Why 2.5? Because it's internally to the gear shift. If I see position before the gear 2,
1927040	1938320	after the gear shift 3, means that internally is P2.5. P2.5 is a motor that is not capable with P2.
1938320	1951440	So, P2.5 is an electrical motor that is used with mild hybrid vehicles. Why? Because it's not totally able to go in electric for more time.
1951440	1959120	Why? Because it has not a clutch that decouple the combustion engine with our transmission.
1959120	1969840	This means that when we go with P2.5 in total electric, we need to move also the combustion engine.
1969840	1979840	We don't inject gasoline, but we need to move the motor. And for this, we have a big effort with an electrical motor.
1979840	1988560	This means that it's not going to go in electric. It's going to use his power to help the gear.
1989840	1999760	Usually, a combination more common for the mild hybrid vehicles is P1F plus P2.5.
2001360	2009680	This is a combination of mild hybrid vehicles. Usually, a full hybrid or a plug-in
2009680	2019520	hybrid vehicles. Usually, a P1F plus P2. Usually. Another type of combination, this is the combination
2019520	2029600	that Toyota has chosen, is to use the P3 motor. After we talk about the performance of the vehicles.
2029600	2038240	P3 motor is at the end of the transmission. It's an electrical motor that can run totally in electric.
2038240	2050240	It's a strong electric motor. But his principal scope is to have bigger efficiency, low performance.
2050240	2061200	Usually, Toyota P3 is a car that is developed with P1F, P3. And it is a car that is able to reach
2061200	2074320	an emission of gasoline consumption of 25-26 km per meter. That is good enough. It's really good.
2074320	2082880	But the performance are not bigger than the previous version. Why? Because the P3 put in this position
2082880	2091120	lost a lot of weight during the transportation of the energy. This means that it's a good enough
2091120	2102480	for efficiency, lower performance. P2 has not really good enough efficiency, but has really beautiful performance.
2102480	2111360	It's a good enough performance. Another position that we want to talk about here is the P4 position.
2112000	2123040	P4 position is if you have the ICE motor in forward wheels, you have the P4 in rear wheels, otherwise the matching.
2123040	2146720	all pistol will be combustion engine. This means that this car, in a strange way is at 4 wheels because the engine
2146720	2156480	engine motor upper that has four world wheels before the year you have a four xc four xc usually
2156480	2164480	this is the strategy used to still antes for the uh compass and energy for the
2164480	2176720	uh jeep compass and jeep it's used for the xc okay about this this position before that is really
2176720	2184480	higher efficiency higher performance card lower efficiency because um it's all times a trade-off
2186480	2193120	these are the global position here in these slides they mean to talk only with the position p5
2193840	2204400	when the um the car is totally electric the p5 is the five position is for the highest motor
2204400	2211040	and when we talk about p5 position we're talking about the vehicle in this slide it's not present
2212240	2218560	okay this is a first follow-up are there any doubts about this follow-up
2218560	2230960	okay you need you need to remember that you can develop a card for the high performance
2230960	2239360	or the higher efficiency usually we need to think that the hybrid cars are not cars that are given
2239360	2249200	for the the the gasoline the consummation of gasoline but are born for the remove the consummation of
2249200	2258240	gasoline in cities but with the higher performance the only card that deducted totally the gasoline
2258240	2265520	consumption consumption is when you have the motor in p3 position because p3 position has more
2265520	2275680	efficiency low performance p2 mp4 motors that are used at the fourth plugin hybrid has higher performance
2276240	2287760	but not good enough efficiency after we see also why but this is the overview of the position of the
2287760	2294720	motors is most important because we work on with this when we work with an hybrid vehicle the first most
2294720	2301600	important thing that we need to know which type of configuration is p1 p4 p1 p2 p1 p3
2301600	2311120	depends because this helps a lot our work okay i have one question okay if you think for the battery
2313120	2323920	it's like p1 just p1 depends for this an example a stronger example that it's not deported in slides
2324560	2335120	exists an electric a total electric that is called the ewd that is a fully electric car where there is a
2335120	2343200	full electrical motor one for wheel oh i have this question uh if you have one per wheel but how do they
2343200	2350400	transmit like for example uh in the car it's the right method for the engineers because you need
2350400	2357360	the two uh decouple and they have matching with the software yeah but if you take a normal car
2357360	2364400	actually what uh car does like they have a strong power in the back bridge no problem no no no no no
2365600	2373920	and they uh for example in italy are more common have the forward wheels okay it's more common you are
2373920	2381760	talking about american style the american style is more than that in the real wheels american style and
2381760	2391840	one time bmw currently in italy there is julia that is stronger in the real wheels but it's a chosen
2391840	2400880	because you have a trade-off for real wheels and uh forward wheels usually when we look about an
2400880	2409200	hybrid technology is nice to have the four wheels okay nice to have and uh usually the strategy that
2409200	2416240	we use also when we have a p1 p2 that it's only for world usually the p1 p2 is used to forecast that
2416240	2424400	after there is the differential for the four wheels because it's stronger you have a good technology
2424400	2437920	why don't use this technology better for support okay so uh yeah i just need some clarification uh when
2437920	2444320	you keep the eyes like how it transmits if you have four motors to the four wheels like how it goes
2444880	2451600	you don't have the dice okay when you have four motors from which are electrical motors okay you need
2451600	2459440	to combine how power you want for a single motor with the software okay with the software you do this
2459440	2467120	for this iwd is a technology that is beautiful from technical point of view but it's really difficult to
2467120	2475840	implement usually electrical vehicles takes two or three for example there are electrical vehicles that
2475840	2488000	has two before the one p2 as combination and in this way you drive the car 500d for example has only one
2488000	2498560	electrical motors in the one p2 so uh there are cars that has three there are cars that has two depends
2498560	2506240	from the chosen that you have and which is your scope ah usually remember a lot of times that uh all
2506240	2512560	electrical vehicles and this is also for the hybrid vehicles uh for the decoupling you have a
2512560	2524080	uh total different way to work because electrical vehicles has the maximum torque and for this you
2524080	2535520	have a higher acceleration but lower the maximum speed usually you have this type of period i get
2535520	2548080	acceleration and lower speed okay we can continue and we can continue now after this i won't talk
2548800	2558640	about the strategy that we use here in this i won't explain and i won't talk with you about p1 before
2558640	2570560	and all types of views here in this slide is represented p1f c p1f has only a representation that it's on the
2570560	2577840	back slip you need to remember that p1f it's internal of the model in this slide only for
2577840	2586480	the um student's um student's point of view it's represented externally okay okay but usually it's
2586480	2598480	here it's easier okay i'm sorry yeah this is how prius works toyota prius sorry toyota prius this
2598480	2607520	no no this is um this is a p1 before the toyota prius is a p1 p3 okay okay i won't explain the p1
2607520	2617520	before the p1 p2 because of some um starting point of view are the two bigger examples that we need to
2617520	2627040	follow and they're more complex than p1 p3 okay in this slide side i presented them this is the engine
2627680	2635680	transmission batteries the dual inverter that convert our continuous power with the power that we need
2635680	2644880	them and this is a translation and the p4 motor about this we start we need to drive this type of
2644880	2652800	driving i want to drive this car in total electric ah we're doing this way if i want to drive this car
2652800	2661680	in total electric which are the steps that they need to do this step open clutch if i open the clutch
2661680	2669040	i remove totally the combustion engine and the combustion engine and p1f of some of my driving
2669760	2677760	i have no connection and they drive only with the p4 in this case my car is a zero will drive
2677760	2689440	in fact this is the possibility ending off with the transmission network the co-led totally and i work
2689440	2699760	into full electric this type of driving it's called eb after this i won't talk about serious
2699760	2712560	serious serious serious this means when i'm my car i need to reach the city and i want that my battery
2712560	2725920	doesn't lost uh charge and they can use my card after in the city okay this is a strange way to drive this
2725920	2732960	car because we lost a lot of gaslight in this configuration but it's needed for charge the
2732960	2745760	battery which is our idea we remain the clutch operated we put on our combustion engine we use the p1f
2745760	2755760	for charge the battery we use the p4 for move the car this means that our car has the combustion engine
2755760	2764560	on but the combustion engine doesn't give us the power we have the clutch in neutral but we have
2764560	2772960	the car that is more than electric why serious because if we drag and drop the flux of the energy
2772960	2781600	we start from engine combustion we go in the battery we go outside the battery and we put the energy on
2781600	2793680	before it's a serious because the flux from the battery enter and exit clear in this case we are we're
2793680	2802320	sure that we are losing a lot of energy because it's not the correct way to work if you think it's similar
2802320	2811280	to our zib vehicle as technology range extended but differently to the vehicle this type of card is
2811280	2819520	not born to be zib this means that the combustion engine is all times which is the shows that we do in
2819520	2828720	hybrid vehicles so few less power in the combustion engine this means that usually we have cars that
2829360	2840640	has a weight of two tons with that model that it's a combustion engine of 1.3 1.5 maximum for this in this
2840640	2851280	configuration we are saving the battery but we are losing a lot of gasoline it's used only when you need to
2851280	2859360	go in a city you are sure that you need electrical car and for this you charge the battery because you cannot
2859360	2871760	go to plug okay you have not time to plug it's a shoes now we talk about parallel for p1 p4 parallel means
2871760	2878640	that we are in the transmission we close all and we have the thermal engine that works with the
2879200	2886400	forward wells before that works with the rear wells in this case the flux of the energy is a parallel
2886400	2894480	because the energy of the battery is done to p1f in this direction and to p4 in this reaction there are
2894480	2900560	two flux that exit to the battery for charge and there are two flux that will charge the battery
2901920	2909440	this means that is a parallel or parallel because if i represent the battery here the flux of energy
2909440	2916960	does in this way and goes in this way and goes in this way for the charger to posit in serious we do this
2919920	2926640	okay in this case this is the parallel for p1 p4 technology
2928480	2935280	when i talk about parallel for the p1 p4 i'm talking about normal driving of the car
2936080	2943920	because this is the normal i use the two motor and in this way i've also the must the most efficient
2943920	2952640	performance i've also this is a performance card in this way why because you have the two all motors
2952640	2959120	on the car that are working and also tracking in the same place and you can charge when you can
2959120	2965280	charge this means when you have energy that you need to operate from the street when you break etc
2966800	2978080	after this we talk about t1p2 and we see how change series and parallel if you remember i given you
2978080	2989920	what you want to see ah here sometimes you can find in graphic the um sigla called bsg that is p1f
2990560	3002800	why bsg built slip generator it's the same thing that we call this p1f in this case our configuration is
3002800	3015200	the p1f p2 and the battery it's here now first thinking absolute we check when this card goes in
3015200	3024960	parallel and which is our effect and when this card goes in uh cds to check that i think it could be
3024960	3036000	in the urban area it should go to uh series for any uh out of the city it should go in parallel
3036000	3043200	now we check now we check we check what you which is the strategy because we have talked about
3043200	3048800	cd stem parallel for the p1 before now we talked about the cd stem parallel for a p1 p2
3048800	3057920	and a quite different concept because this is the battery we have given the feedback that p1
3057920	3064960	series is when the energy starts from the battery and goes to the card and after they turn back to
3064960	3076240	the battery if we see here if i start from the battery i go here i use the bsg the bsg goes to the
3076240	3084400	motor the motor the motor the motor is coupled the clutch is closed goes to electrical motor electrical
3084400	3095440	motor gives energy to the card the energy that is in plus goes to the battery in this case think this
3095440	3111280	concept serious is when i use ice plus p2 is the the opposite of before before when i use cds i use
3111280	3119600	only p4 in this case if i talk about cds i'm talking about an energy that starts from the battery goes in
3119600	3130640	p1f goes in an ice the ice is close at the clutch in this way use the p2 and after gives energy to the
3130640	3142080	wheels in this case p1 p2 cds means when you use all two motors parallel is when you use electrical motor
3142080	3150720	here and bsg here and bsg here this means that you have the clutch open head but if you have the clutch
3150720	3162160	open head you are using your engine motor the ice for a generator for generate battery for this this
3162160	3169440	means that when you talk about parallel for a p1 p2 you are talking about a technology that is
3169440	3180240	so i'm using only p2 for the drive the car the concept for p1 p2 is totally different to the concept
3180240	3191520	of p1 before clear dubs uh generally uh what is the application of these i mean uh i'm talking about
3191520	3203200	this the old car no no normal car we're talking for all for normal cars all the technology that i've
3203200	3211280	spoken in these lights are the normal cars after also formula one for example has strategy that are
3211280	3221360	similar p1 before etc okay but these are normal cars okay now what is this uh repeat the p1 p2 parallel
3222400	3228400	the one picture parallel when you are in parallel when from the battery you have two flux that goes
3228400	3236480	one to bsg and one from uh electrical motor the p1 or p2 okay in this case you need to open the k0
