start	end	text
2030760	2039400	to change multiple signals on the same time as have you seen in the ag block since it is something that
2039400	2049640	we have to do manually and during the measurement we can do just one by one and at the end to change signals
2049640	2058600	belonging to different campuses thanks to double gateway at the end the ag can do just a single gateway
2058600	2073880	and i would conclude with the last summarizing slide on the advantages and disadvantages of cpl and the easy block
2074760	2083160	for the cpl we have the possibility to change a signal independently from the type of frame it belongs
2083160	2094600	since it is a code language it is very flexible and adaptable it gives us the possibility to change
2094600	2099480	signal in two different can in same time as we have already said
2101800	2111160	and it gives a wide range of programming the only limit is our capability to program it obviously
2111880	2119240	it has a lot of advantages it has a lot of advantages it will have also some disadvantages it need to write
2119240	2128120	a c plus plus script so if someone is not too good to use the c plus plus languages will have some
2128120	2136760	difficulties but not so many i would say you need to physically interrupt canvas
2136760	2149480	c plus it is not like the eg block and above a breakout box is needed for this purpose on the other side the eg block
2149480	2158360	is very very easy and fast to configure and to use it does not interrupt the can since it requires just
2158920	2169240	a t connection the disadvantages the main disadvantage is that it gives the possibility to change only message
2169240	2181720	an event since once you press to send on the eg block the message will be sent just once and there is nothing
2181720	2184840	that you can do to see who cyclically send it
2189160	2200120	i will say that that's all thanks for your attention i hope that my explanation was clear the slides were clear
2200120	2209560	and i will say goodbye
2209560	2211560	you
