start	end	text
308200	324080	but the recent application aims to have a higher level of voltage, so you will probably work with application where the battery pack works at 800 volt, 1200 volt,
324300	326080	so the voltage is pretty high.
326900	337920	And keep in mind that it's not only a matter of voltage, but the current that this kind of cars produces are extremely high.
338200	339820	Or at least are deadly high.
339820	340380	Okay.
340960	349940	So, consider that I remember an activity that I was doing exactly in this kind of car that you see here,
350120	361140	and when you push the accelerator pedal, you had a current flow of around 200 ampere, 230 ampere.
361140	372360	And just keep in mind that with 0.5 or even more or even less of a direct current to the body can kill a person.
372800	377100	So, 0.5 against 230.
377100	385140	So, you can understand that the current flow inside an electric vehicle is pretty dangerous stuff.
385440	390000	So, we will see that from software point of view, or you will see once you start working,
390460	393540	on software point of view and also on hardware point of view,
394020	398240	there are a lot of countermeasures against, well, to protect this flow.
398240	398960	Okay.
399060	405080	Because the amount of current that flows inside these wirings are extremely high
405080	408900	and can be very, very dangerous, extremely dangerous, actually deadly.
409260	409380	Okay.
410660	412860	Of course, I don't want to scare you, but yeah.
413980	418720	This is why we have to work properly so that everything is safe and no one gets hurt.
418720	425880	And you see also here another thing, which I guess Lorenzo already mentioned.
426440	436580	One of the features of the electric vehicle is that looking at the curve of torque produced against the RPM,
436880	440200	so the rotation per minute of the vehicle, of the engine,
440860	444100	the torque produced is very high, is immediately high.
444100	444660	Okay.
444660	447540	So, while with the...
447540	454220	I know it's not extremely professional, but let's use it for one second.
455200	462700	The graphic of torque against RPM for an internal combustion engine is something like this.
462880	462980	Okay.
463540	465340	Kind of a bell.
465880	470600	While for the electric vehicles, electric engines, it's something like this.
470600	474840	So, almost immediately you have the highest amount of work.
474980	477580	It's like this, and then it decreases dramatically.
478060	478180	Okay.
480400	484620	But you can read all of this stuff almost everywhere on the internet.
484960	488140	Probably I should add a slide here would be helpful.
489040	496220	But this is extremely helpful also what we are seeing here.
496940	497460	Even in black.
497460	508540	To, let's see, immediately clear a false myth about electric vehicles.
510440	512440	A lot of people...
512440	512580	Yeah.
513040	517740	Guys, first of all, whenever you have doubts or you want to know something, please interrupt me.
517840	518000	Okay.
518060	521660	Because I have no idea if someone is raising hands or...
521660	522720	So, just interrupt me.
522840	523160	Don't worry.
523160	534240	One of the false myths about electric vehicles is that electric vehicles have an automatic gearbox.
535720	536880	An automatic transmission.
536880	564660	And this is related to this graphic that I was showing you, especially for this part.
564660	573860	If someone is talking, I cannot hear.
579860	581200	Can I ask a question?
581840	584300	Marianna, do you want to see something?
584300	588340	No, no, no, I don't have any questions.
589140	589680	Ah, okay.
590120	590440	Sorry.
590600	593180	I was just hearing noises from the microphone.
594140	595280	Okay, well, anyway.
596940	598180	Any guess?
598180	611700	So, another question.
611700	623040	Did you have the idea, or did you know, or have you heard any time in your life that electric vehicles had an automatic transmission?
623040	635040	Sorry, the question is why it doesn't have an automatic transmission, because it's just a DC motor that is controlled with...
635040	637540	It cannot be controlled with gears.
637540	657280	Okay, okay, this is correct, but there is another thing to be added, because it's true that the motor cannot be controlled by a gearbox, okay, but the gearbox is mechanical, which is the purpose of a gearbox.
657280	665520	The purpose of the gearbox is converting the torque of the engine and sending it to the wheels.
666900	667940	Okay, great.
668080	676940	And this is done also using the electric motor, but there will be a reduction mechanisms.
676940	680260	But, yeah, the aim will be the same.
680380	687740	So, also, with an electric motor, we can produce torque and then send it to, let's say, transmit it to the wheels.
688480	696440	So, why do we need a gearbox in an internal combustion engine, and why with electric motors we don't need it?
696640	697980	We don't need the gearbox.
697980	717860	Like, in the first phases of an IC, like internal combustion engine, the torque is very high, and it must be reduced in some way.
717960	718980	And this is done by the gearbox.
718980	732540	But, in an electrical motor, we can control it, like, with stage, like the picture that you did, that you draw, the beginning of it is controlled by electrical controllers, you know?
733260	741560	Well, you know, it's not really like this, because the torque that is produced with an internal combustion engine is more, let's say, gradual.
742080	747560	So, the highest amount of torque is not at the beginning, so with very few rpms.
747560	765680	This would mean that when you turn on the engine, at the first, I don't remember, actually, the English term for it, but when the rpm of the internal combustion engine are low, the torque produced is not very, very high.
765680	777500	And just, please do not get confused with the first gear, because the daily experience is that with the first gear, you have a high torque.
777500	783940	But, it's basically because the mechanism is built, so that you have high torque here, oops, sorry.
786240	791040	You have high torque here, so for very few rpm, and then it drops.
791040	805440	So, with the first gearbox, you know that the, you can go at, I don't know, 20 kilometers per hour, 30 kilometers per hour, so you get the torque immediately, but then the speed of the vehicle would be 30 kilometers per hour.
805440	820700	So, the difference here, and the reason why we need the gearbox is that with an internal combustion engine, we need more kind of mechanisms, so that we can move the torque up to this level.
820700	834340	So, now that we have these different, let's say, carves like this, and this helps the vehicle to speed up, okay, so to get, guys, sorry, just one second, I have a call, I have to pick, sorry.
835000	835160	Yes.
835160	835200	Yes.
835200	835700	Yes.
835700	836200	Yes.
836200	836700	Yes.
836700	837700	Yes.
837700	838700	Yes.
838700	839700	Yes.
850700	851700	Yes.
851700	864700	Yes.
864700	865700	Yes.
865700	866700	Yes.
866700	867700	Okay.
867700	868700	Here I am again.
868700	869700	No, sorry.
869700	871020	Yes, please.
871020	871800	Oh, yes.
871800	879980	I think it's because of the motors architecture like P1, P2, and P1, P4, when the ICE is done,
879980	891420	the uh like it is directly sent to the p4 so uh p4 will like uh it is transmitted directly
892380	898700	no no but this is not a matter of uh of architecture of hybrid or stuff like this
898700	905980	the only reason here is that the the in an electric vehicle as you see the blue line
905980	913260	the torque is almost constant and is immediately at the highest value almost
914140	920700	from the beginning okay this curve is even more steep it's almost immediate immediately you
920700	928620	receive the highest work this will help the car to start very fast and i don't know if you have ever
928620	933580	driven an electric vehicle but usually the acceleration of these vehicles is very great
933580	943340	and in addition the torque is high for a wide range of rpm of the of the engine this means that you
943340	953100	can get also a high quite high speed just with one gear so this means that there's no automatic
953100	958300	transmission because in an electric vehicle there is no gearbox just because with one gear let's say
958300	965660	so with one mechanism we can get from zero to the highest the maximum speed of that electric vehicle
965660	974700	okay this is a physical reason behind how it works an electric vehicle an electric engine where you have
974700	981100	the torque a maximum torque from the beginning while with an internal combustion engine to get the torque
981100	989740	enough torque to move the vehicle from zero to 200 you need more gears and more uh yeah ratio between
989740	998380	the propulsing uh mechanical part and uh uh how to say and the one that is then connected to the
999020	1005500	tires okay so this is the reason why in the internal combustion engine we need a gearbox while
1005500	1011580	in an electric vehicle there is no gearbox because there is a direct transmission and this is done
1011580	1020300	because the engine has the maximum torque sorry there is a bit of noise i don't know if you can hear me
1020300	1030940	properly we can hear you okay okay because here there is a lot of noise okay um yeah so this is a
1030940	1037180	force myth because it's not an automatic transmission in electric vehicle but the electric vehicle does not
1037180	1047020	have any gearbox because thanks to the physics behind a dcmo a a electric motor then we can get to the
1047020	1057900	proper speed uh without the need of a gearbox okay i'll take it as a yes if you have doubts please
1057900	1070140	now it's time to ask questions yes got it thank you okay nice uh in fact if you look your internet on
1070140	1078140	speed records or the record from for a car to go from zero kilometers zero kilometers per hour to 100
1078140	1085500	kilometers per hour uh first positions are always always for electric vehicles because they are able to
1085500	1092380	produce a huge amount of torque immediately yeah but it's going to be only for one or two times not
1092380	1102220	more uh yeah well that's uh that's true uh but uh yeah please do this comment again later in this
1102220	1111580	presentation and i'll add a couple of things about it okay uh so let's see what to which are the main
1111580	1118060	components and considering everything that we have said before then you see that there is no gearbox here
1118060	1124940	okay here it's written gearbox but this is not the proper definition because this is just a reduction
1124940	1134620	mechanisms uh to have the proper torque to uh tires but it's just a one gear so it's a dire basically a
1134620	1141180	direct propulsion from the engine to the tires with only one mechanisms of reduction it's like you have one
1141180	1150460	gear in fact when you use the electric vehicle you have what is called shifter so you can use the p as
1150460	1159580	parking r as a retro and as neutral and d as drive so you move forward so you can just move forward
1159580	1169100	backward or stop that's it this is why gearbox is not the gearbox that you imagine from a normal internal
1169100	1178140	combustion engine car okay and why i mentioned the gearbox this is part of a wider uh idea that i would
1178140	1185500	like to share with you today a concept of the idea the gearbox is extremely complex mechanisms okay it
1185500	1193900	requires a lot of mechanical parts the oil to make everything smooth you know to make everything working
1193900	1202300	properly uh a lot of mechanical rotating parts uh these mechanisms that have to work together so it's a
1203020	1209660	a very complex let's say it's a mechanical but complex system with electric vehicles there's no need
1209660	1216860	of gearbox and these uh works let's say in favor of the electric vehicles because they are
1216860	1226060	very simple okay compared to the internal combustion engine so the traditional cars whatever the ones that we
1226060	1234300	have always seen and both uh until recent years uh an electric vehicle is much more simpler okay there are
1234300	1243180	less components uh it's less complex for me the hybrid vehicles are our miss uh for both from the hardware
1243180	1248860	point of view and software point of view because you have the complexity of an electric car the complexity
1248860	1256540	of an internal combustion engine of course you gain an advantage in the emission consumption and stuff like
1256540	1265820	this but it's a it's a yeah a very very complex system the electric an electric vehicle is very very easy
1265820	1273500	uh someone that hates the electric vehicle says that they are washing machine with the tires because
1273500	1280860	basically you have an electric engine just moving the tires and then the battery that powers it okay
1281500	1289740	uh so it's very as simple as that other everything else is just the chassis and all the normal stuff that
1289740	1297180	you need in a car but the propulsion part is really easy uh in fact if we see if we have a look at the main
1297180	1306780	components of an electric vehicle we see first of all on here the battery pack okay so yeah this is an
1306780	1315100	example 38 kilowatt uh hour but you know it depends really the size of the battery pack is very uh
1315100	1321980	uh it depends on the car that you're buying it depends on so many factors there's no a specific
1321980	1330380	book what is a rule actually is that to place the battery pack at the bottom of the vehicle uh putting
1330380	1342060	the weight here will help the will put the center of gravity i guess it's the definition uh lower so the
1342060	1348140	dynamic of a car is even better so this is basically the rule the where to place the battery pack about
1348140	1357500	how big it is and how to build it uh it still have to research and development because we have commercial
1357500	1365660	solutions of course but these commercial solutions are not extremely efficient uh so yeah there are huge
1365660	1371260	investments to fix what is the actual limitation of an electric vehicle and this the battery pack
1372540	1381500	so battery pack then we have the power electronics bay uh basically this is a huge system in this case
1381500	1390220	where we have the the inverter first of all the inverter is needed because the battery pack let's say works
1390220	1400380	with the dc current but then we need a uh alternate alternate three alternative current with the delay of 120
1400380	1404860	degrees for the physical um it's a uh
1406700	1413020	phenomenon that regulates this kind of angles okay so we need something that change the the current from
1414300	1417900	continuous current to alternate current and this is the inverter
1417900	1434380	uh so fdcu and fdcc are electronic control units but we will see them later uh the charger uh yeah they did i should really change this slide because these names are a bit uh confusing to be honest so anyway we have the charging system in general uh but the charging system uses any way the inverter
1434380	1450860	or specific wirings for the DC
1450860	1457500	we charge so there's no specific component called charger okay there's a charging system
1458940	1462220	and then we have a DC DC converter so this is interesting
1462940	1471580	uh we have said that we need a device that moves that transforms and converts the current from direct current
1471580	1478860	to AC current to AC current so that we can uh uh uh propel in a way uh the electric engine okay
1479740	1487820	so we need this device that changes from direct to direct why should i need a a device that performs a DC DC
1488700	1499180	conversion because AC DC we have said okay we need something that uh changes from DC to AC to let the engine work
1499180	1506460	and contrary AC DC also but then we will see why we need the contrary as well
1507340	1514220	but why do we need the DC DC uh to regulate the voltage of what
1516380	1521340	uh the voltage to charge uh the battery
1521340	1530300	battery or maybe the voltage that the battery produced so we need the voltage regulator and we
1530300	1539900	use a DC DC converter no so basically to to recharge the the battery pack there is a specific system okay
1539900	1548300	so there is a set of wiring so the switches and stuff like this uh that will uh you know you just connect
1548300	1554460	to the battery back to the battery back to the car so the battery back to a a charging station in the street
1554460	1561740	or wherever and then there is a let's say what is called the handshake between the power supply
1562300	1572460	station yeah yeah the charging station and uh the car so it's not used for recharge so any other guess
1572460	1584540	uh i think it's used for when we have regenerated energy that we want to pull it back to the battery oh
1584540	1589340	sorry guys uh one second the client is asking for me just one second
1589340	1604380	if if he is going to call me then i'll uh shortly stop the the call let me see if i can manage it just
1604380	1605740	talking through the chat
1605740	1627900	okay guys just a couple of minutes
1627900	1637980	take a bite
1640140	1641900	uh
1644940	1646940	um
1648940	1654940	um
1654940	1684920	One minute and I am done.
1684940	1714920	One minute and I am done.
1714940	1744920	One minute and I am done.
1744940	1774920	One minute and I am done.
1774940	1804920	One minute and I am done.
1804940	1818940	I am recording minutes of nothing.
1818940	1846940	One minute and I am done.
1848940	1870940	One minute and I am done.
1870940	1894940	One minute and I am done.
1894940	1900100	Okay, guys, I hope I won't have other interruptions.
1900520	1905140	I apologize for it, but in parallel I am working for the client as well.
1905140	1915800	Anyway, I didn't hear the last reply that was given, so could you repeat, please?
1915800	1919640	Why do we need DC to DC converter?
1919640	1924220	Yeah, well, that's the question that I asked you.
1924220	1925220	Yeah.
1925220	1926220	Yeah.
1926220	1927220	Yeah.
1927220	1929220	Yeah.
1929220	1947940	We need this kind of converters so we can send the current from the battery back, for example, when it's storage to other issues that need to energize, for example, the instrument cluster, the EPS or EVAC or other issues.
1947940	1958940	They need the lower voltage, not as it's coming from the battery storage, and the second reason I think it's for the regenerative energy that is stored back to the battery.
1958940	1977940	Okay, so yes, this is very close to the right answer, actually it is the right answer, so there are components in a car that are directly powered from the battery pack, for example, the engines and electric engines.
1977940	2002940	Because most of the electric cars have got not just one engine, sometimes two, sometimes three, sometimes four engines, or four wheels, so yeah, we have this kind of situations and possibilities, but then we have a lot, a lot of devices that works with, I don't know, 12V, 5V, 3V, so wow.
2002940	2012940	This is the reason why we need the DC DC converter, but not to directly power this element.
2012940	2022940	The DC DC converter will help to power one thing, which is, for you, what could be it?
2026940	2029940	Do you have a battery on your car?
2029940	2032940	Yeah, the battery is used for the starter.
2032940	2034940	How big is that battery?
2034940	2035940	It's a normal battery?
2035940	2036940	It's a normal battery.
2036940	2038940	Like 81V?
2038940	2042940	Yes, it's a normal 12V battery.
2042940	2050940	So, in the electric vehicles, there is still the 12V battery, okay?
2050940	2051940	Okay.
2051940	2052940	Okay.
2052940	2064940	This battery then supplies all the devices that work with the 5V, 3V, 12V, the headlights, the electronic control units, the electric screens and whatever.
2064940	2081940	So, all this usual stuff that you have in the car are still powered by the 12V battery, but in the internal combustion engine cars, this battery is powered by the engine itself.
2081940	2093940	Okay, so the engine rotates, and through this rotation we can produce electric energy and supply this battery back, a small battery of 12V.
2093940	2106940	But, in an electric vehicle, we don't have the internal combustion engine anymore, so there is no, let's say, rotating part that we can use to supply this.
2106940	2111940	There's not an alternator that can produce 12V.
2111940	2112940	Yes.
2112940	2113940	So, how it's done here?
2113940	2122940	Basically, the car is provided with a DC-DC converter, so that the electric current basically is taken from the battery pack.
2122940	2129940	But, since the battery pack works with a voltage that is much higher than the voltage of a normal battery that is 12V,
2129940	2141940	then we need the DC-DC converter, so that the voltage is adapted and the current can flow from the battery pack to the 12V battery,
2141940	2151940	so that this battery is always supplied and recharged properly, and then everything can work as usual, so business as usual in a car.
2151940	2152940	Okay?
2152940	2162940	So, remember, also in an electric vehicle, you don't have only the huge battery pack that provides the current for the propulsion,
2162940	2171940	but also you have the traditional 12V battery, because all the loads that work with the low voltage,
2171940	2180940	where low I mean 12V, 5V, 3V, 8V, whatever, all these kind of devices are powered by the 12V battery,
2180940	2188940	and to avoid that the charge of this 12V battery just drains out, then we have a DC-DC converter,
2188940	2195940	so that we can take the current from the battery pack and then provide this current to the 12V battery,
2195940	2199940	so that the 12V battery is supplied as well.
2199940	2200940	Okay?
2200940	2204940	Then, what you were saying before, I don't remember who was talking before,
2204940	2213940	saying that we need to give the power supply to the electric vehicle, control the Vito Diego's and all this stuff,
2213940	2220940	this is true, but it's the 12V that provides enough power supply to these components,
2220940	2228940	while the 12V battery itself is supplied by the battery pack.
2228940	2229940	Okay?
2231940	2232940	Okay.
2232940	2234940	So, I have one question.
2234940	2239940	What about in the mild hybrid concept that has a 48V network?
2239940	2245940	So, also here we have a DC-DC current from the 12V to 48V?
2245940	2251940	I believe there is the same concept also in this kind of cars.
2251940	2254940	I'm not sure because I've never worked on hybrid application,
2254940	2261940	but I guess this applies every time we have a delta of voltage, a huge delta of voltage,
2261940	2269940	so there is also a conversion involved to make sure that everything is, you know, works with the expected, yeah, voltage once again.
2269940	2281940	Again, I've never worked on hybrid application, so I can't say that in this specific mild hybrid application there is a DC-DC converter,
2281940	2284940	but I believe there must be something like this.
2284940	2289940	But anyway, in that case, you still have the internal combustion engine,
2289940	2296940	so you can, anyway, you have the traditional solution that we have always had in the cars.
2296940	2302940	Probably there is the DC-DC converter, but yeah, probably we can ask this question before I answer it.
2302940	2303940	Yeah, yeah.
2303940	2308940	Send him an email, add me as well, and we can discuss the solution there in any time.
2308940	2310940	Okay, thank you.
2310940	2323940	Okay, so again, main components, battery pack, engines of course, no gearbox as we said, the only thing that is a reduction mechanism,
2323940	2330940	but that's it, so we have like one gear, we can move forward and we can move backward, but that's it.
2330940	2345940	And the recharge system, okay, here there is the symbol of this organ that we use to connect the car to the,
2345940	2350940	yeah, the recharging station or whatever.
2350940	2359940	Okay, so let's move to another slide.
2359940	2370940	Yeah, just one note before moving on and looking directly at the network topology of an electric vehicle
2370940	2375940	and how they're dislocated in a car.
2375940	2382940	As someone was saying before, we can use the, and as I was mentioning as well,
2382940	2388940	we can use the electric motor to move forward and to move backward, okay?
2388940	2398940	This is done using basically these three alternative currents with a delay of 120 degrees.
2398940	2407940	So if we make this electromagnetic field rotating in one direction, then we can make the car moving forward.
2407940	2419940	If we invert the rotation of this electromagnetic field, then we can make the car moving backward.
2419940	2425940	And this is normal when you put D to move forward and R to move backward.
2425940	2434940	But in case you were moving forward, I don't know, let's say you are in Vesuvio, for example, in Naples.
2434940	2450940	And then once you have done all your pictures to put on Instagram and stuff like this, then you have to go home and you leave, I don't know, just at the beginning of the mountain.
2450940	2456940	Then you will drive for like 14 kilometers in a negative slope.
2456940	2464940	In that case you won't need to accelerate because the slope is negative, so the car will just move thanks to gravity.
2464940	2470940	In this case we have the engine that is mechanically moving forward.
2470940	2479940	But then we can decide to put the electromagnetic field rotation inverse to the actual direction of the engine.
2479940	2483940	In this case the engine can be used as a generator.
2483940	2492940	So in this case we are not using power, because we don't need power to move the vehicle to power the electric vehicle.
2492940	2499940	But then we are regenerating basically, so we are producing electric energy that is then stored in the battery pack.
2499940	2509940	So this is called, yeah, this is the, it's not the regenerative braking, but yeah, it's a mechanism of regeneration.
2509940	2523940	That is used every time we want to, we are moving forward, but then we inverse the rotation of the electromagnetic field.
2523940	2530940	So basically all you have to know, then of course if you want more details you can study hundreds of books about it,
2530940	2533940	and I'm not an expert at all about all this stuff.
2533940	2541940	But in general the electric engine can use both, can be used both as a generator and as a motor.
2541940	2546940	Basically motor when we want to move forward, or you know, we want to use retro.
2546940	2557940	And as a generator whenever, I don't know, the car can move by itself because we are a negative slope or whatever.
2557940	2567940	And we can produce electricity that helps us to, let's say, recharge the battery.
2567940	2569940	Can I make a question?
2569940	2570940	Yeah, sure.
2570940	2581940	Just out of curiosity, if we are on top of the hill and our car is 100% charged, and then we go upside the hill like we go down.
2581940	2584940	In this case our engine is in charging mode.
2584940	2589940	Where does the energy that we get goes, like our battery is 100% charged?
2589940	2600940	Yeah, this is a good question actually, and this was a software bug that was found many years ago.
2600940	2609940	Because it can happen that you go on a mountain and then you charge the battery because you are in a luxurious hotel or whatever,
2609940	2614940	you have everything that is needed to charge your car, and then you go downhill.
2614940	2620940	In that case the software must be able not to use the motor as a generator.
2620940	2624940	So basically you do not regenerate anything.
2624940	2627940	So there's no...
2627940	2633940	There are software logics that it's like slightly accelerating the car.
2633940	2639940	I'm not really sure, I don't remember actually the exact logic behind it, but it depends on the car maker anyway.
2639940	2645940	But the general rule is that of course there is a limit in the state of charge.
2645940	2656940	So if the state of charge the software is already high, or you are already at 100%, then these mechanisms of regeneration shouldn't apply.
2656940	2665940	But that's a problem that was found out a few years ago, because when all the testing started about electric vehicles,
2665940	2672940	then also these kinds of tests were done, and there were some problems related to the battery packs were found,
2672940	2684940	because the engine, all the electrical systems trying to regenerate electricity, but the battery pack was already full.
2684940	2691940	So there were hardware problems, let's say.
2691940	2701940	So the downhill scenario is just one of the scenarios, but the most common one is when you have to brake.
2701940	2710940	Of course we have brakes on our car, but as you know, the traditional brakes is just a, let's say, waste of energy.
2710940	2716940	Because you brake, there is friction between the mechanical parts and the...
2716940	2718940	Yeah, mechanical parts basically.
2718940	2722940	So this energy is just released as heat.
2722940	2727940	Okay, so it's a waste of energy, the traditional brake.
2727940	2731940	In electric vehicles, then we use the regenerative braking.
2731940	2737940	So whenever we want to brake, first of all, if we brake, there is these mechanisms of regeneration.
2737940	2748940	So the car, as soon as we press the brake, the car software, let's say the software in the electronic control unit already knows that it has to regenerate.
2748940	2753940	Okay, so the braking force is stronger, because there is no...
2753940	2759940	There's not only the action of the mechanical brakes, but there is also the action of the engine.
2759940	2762940	Okay, working as a generator.
2762940	2767940	There are some features, and this is the most extreme one, the one pedal drive,
2767940	2774940	where you can basically drive your car using only the accelerator pedal, because when you want to move forward, you accelerate.
2774940	2782940	Whenever you don't want to move forward, and you want to brake, you simply remove the foot from the accelerator pedal,
2782940	2788940	then the regenerative braking will be so strong that the car is like braking.
2788940	2795940	And without braking, okay, so you are just using the... you are pressing the accelerator pedal and removing the accelerator pedal.
2795940	2804940	So just removing the foot from the accelerator pedal, the engine will work so strongly as a generator that the car will brake.
2804940	2807940	So you won't need to use the brake system.
2807940	2811940	Because the brake system, once again, is a loss of energy, okay?
2811940	2813940	It's a loss of energy in form of heat.
2813940	2822940	In this way, with the one pedal drive feature, we just remove the foot from the accelerator pedal, and then the car will brake.
2822940	2827940	I tried it, it's very strange for, let's say, using this kind of cars.
2827940	2838940	But this is the way to optimize the recovery of energy, because the main pain of an electric vehicle, software, hardware, blah, blah, blah, blah,
2838940	2842940	is to extend the range of a battery pack.
2842940	2851940	I don't know if you remember, yeah, if you were for sure much younger than me, but I remember a few years ago,
2851940	2861940	the highest amount of estimated range was of, I don't know, 100 kilometers, 150 kilometers for electric vehicles.
2861940	2874940	Now we are easily talking about 300, 400, 500, and, for example, I don't know, Tesla says 700, but just because the battery pack is bigger.
2874940	2876940	Yeah, so, okay.
2876940	2886940	But anyway, both the hardware and software, the whole aim is to extend the range.
2886940	2887940	Why so?
2887940	2894940	Because, yeah, once again, the battery pack are the actual limit of an electric vehicle that takes time to recharge them.
2894940	2901940	Every time you recharge a battery, then the lifespan of the battery pack is reduced, and stuff like this.
2901940	2908940	So there are plenty of parameters that says, okay, let's keep this battery alive as long as possible,
2908940	2911940	and reduce the amount of recharge as long as possible.
2911940	2919940	So everything is done from the hardware and specifically software point of view to recover energy as much as possible.
2919940	2920940	Okay.
2920940	2925940	And one pedal drive for regenerative braking in general.
2925940	2932940	It's a way, so every time you want to brake, just reduce the amount of braking force produced by mechanical brakes,
2932940	2942940	that is energy loss, and using the regeneration, so using the electric motor as generator.
2942940	2943940	Okay.
2943940	2949940	There are a lot, lot of features to recover energy, but this is the most important one.
2949940	2953940	Okay, so negative slope, every time you brake, and things like this.
2953940	2965940	Of course, guys, you will have these slides, probably they are already available in the classroom.
2965940	2972940	So, yeah, you can meet them again, and using the video, which I'm going to upload,
2972940	2978940	then you can listen again to some stuff, but it's not suggesting modification or improvement to us,
2978940	2982940	so you will have everything to study.
2983940	2993940	Review of the same today, my electric vehicle, the hybrid, plug-in hybrid, torque path, okay, torque path.
2993940	2994940	Okay.
2994940	2999940	So, one second.
2999940	3002940	Okay.
3006940	3008940	Okay, there's your topology.
3008940	3021940	So, guys, this lesson, I believe, I'm sure Lorenzo said it the same, this lesson is an introduction lesson, okay, just to make you aware of the projects we are going to work on.
3021940	3022940	Most of the projects we work on.
3022940	3034940	Most of the projects we work on are electric vehicles, different kinds of hybrid vehicles, you have seen, there are a lot, lot of them.
3034940	3044940	And then there are also fuel cell electric vehicles, where basically hydrogen is used to produce electricity,
3044940	3051940	then battery path is supplied by the electricity produced by hydrogen, and then the electric vehicle is the same.
3051940	3060940	So, it changes only the source of energy, but then the technology of the electric vehicle is the same.
3060940	3064940	So, these are the projects we work on basically now.
3064940	3065940	And this is an introduction.
3065940	3077940	These last few slides are, let's say, more concrete in a way, because we are actually looking at specific architecture.
3077940	3078940	Okay.
3078940	3084940	So, one of the possible architecture of a vehicle.
3084940	3091940	So, this is document, let's see, I have some zoom, okay, yes.
3091940	3097940	This document is called network topology, as you see from the title of the slide.
3097940	3108940	The network topology is a document where all the connection of all the electronic control units and how they're connected,
3108940	3113940	which are the connections among them, among them are shown.
3113940	3114940	Okay.
3114940	3124940	So, you're actually looking at all these boxes here, red boxes and whatever, all of these are electronic control units.
3124940	3125940	Okay.
3125940	3132940	So, you can easily see that there are 30, 40 of them and this is just one of two pages.
3132940	3141940	I've just added one page here, not to scare you too much, but yeah, so that's what we have basically.
3141940	3146940	Let's say the range of 30, 40, 50 electronic control units.
3146940	3155940	So, considering that we have so many electronic control units, we have even a lot, lot of networks, kind of networks.
3155940	3163940	So, here, on the bottom right part of this slide, you see there are all the kinds of networks.
3163940	3180940	So, we have the CAN-C, CAN-FD, LIN, Ethernet, LBDS, BHCAN, Hardwire, so we have a lot, lot, lot of different kinds of networks.
3180940	3181940	Okay.
3181940	3184940	The main difference is about the speed.
3184940	3185940	Okay.
3185940	3187940	But I guess you already know it.
3187940	3194940	There should be a slide somewhere in the network lesson.
3194940	3200940	Ah, no, for you new guys who are going to have this lesson probably on Friday.
3200940	3203940	But anyway, these are different kinds of networks.
3203940	3206940	And the main difference is about the speed.
3206940	3211940	So, how much information they can share in a specific amount of time.
3211940	3213940	But you will see it.
3213940	3215940	Why am I showing you this?
3215940	3219940	First, to start to enter inside the car.
